,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
481,2017 Jul 5,"[{'name': 'Costa RL', 'authtype': 'Author'}, {'name': 'Gadelha L', 'authtype': 'Author'}, {'name': 'Ribeiro-Alves M', 'authtype': 'Author'}, {'name': 'Porto F', 'authtype': 'Author'}]",GeNNet: an integrated platform for unifying scientific workflows and graph databases for transcriptome data analysis,PeerJ,28695067,10.7717/peerj.3509,PMC5501156
482,2017 Jul 4,"[{'name': 'Kerzner E', 'authtype': 'Author'}, {'name': 'Lex A', 'authtype': 'Author'}, {'name': 'Sigulinsky CL', 'authtype': 'Author'}, {'name': 'Umess T', 'authtype': 'Author'}, {'name': 'Jones BW', 'authtype': 'Author'}, {'name': 'Marc RE', 'authtype': 'Author'}, {'name': 'Meyer M', 'authtype': 'Author'}]",Graffinity: Visualizing Connectivity in Large Graphs,Computer graphics forum : journal of the European Association for Computer Graphics,29479126,10.1111/cgf.13184,PMC5821473
483,2017 May 15,"[{'name': 'Wilkins J', 'authtype': 'Author'}, {'name': 'Chan P', 'authtype': 'Author'}, {'name': 'Chard J', 'authtype': 'Author'}, {'name': 'Smith G', 'authtype': 'Author'}, {'name': 'Smith M', 'authtype': 'Author'}, {'name': 'Beer M', 'authtype': 'Author'}, {'name': 'Dunn A', 'authtype': 'Author'}, {'name': 'Flandorfer C', 'authtype': 'Author'}, {'name': 'Franklin C', 'authtype': 'Author'}, {'name': 'Gomeni R', 'authtype': 'Author'}, {'name': 'Harnisch L', 'authtype': 'Author'}, {'name': 'Kaye R', 'authtype': 'Author'}, {'name': 'Moodie S', 'authtype': 'Author'}, {'name': 'Sardu M', 'authtype': 'Author'}, {'name': 'Wang E', 'authtype': 'Author'}, {'name': 'Watson E', 'authtype': 'Author'}, {'name': 'Wolstencroft K', 'authtype': 'Author'}, {'name': 'Cheung S', 'authtype': 'Author'}, {'name': 'on behalf of the DDMoRe Consortium', 'authtype': 'CollectiveName'}]",Thoughtflow: Standards and Tools for Provenance Capture and Workflow Definition to Support Model‐Informed Drug Discovery and Development,CPT: Pharmacometrics & Systems Pharmacology,28504472,10.1002/psp4.12171,PMC5445227
484,2017 Apr 7,"[{'name': 'Spokevicius AV', 'authtype': 'Author'}, {'name': 'Tibbits J', 'authtype': 'Author'}, {'name': 'Rigault P', 'authtype': 'Author'}, {'name': 'Nolin MA', 'authtype': 'Author'}, {'name': 'Müller C', 'authtype': 'Author'}, {'name': 'Merchant A', 'authtype': 'Author'}]",Medium term water deficit elicits distinct transcriptome responses in Eucalyptus species of contrasting environmental origin,BMC Genomics,28388878,10.1186/s12864-017-3664-z,PMC5383985
485,2017 Apr 5,"[{'name': 'Nightingale A', 'authtype': 'Author'}, {'name': 'Antunes R', 'authtype': 'Author'}, {'name': 'Alpi E', 'authtype': 'Author'}, {'name': 'Bursteinas B', 'authtype': 'Author'}, {'name': 'Gonzales L', 'authtype': 'Author'}, {'name': 'Liu W', 'authtype': 'Author'}, {'name': 'Luo J', 'authtype': 'Author'}, {'name': 'Qi G', 'authtype': 'Author'}, {'name': 'Turner E', 'authtype': 'Author'}, {'name': 'Martin M', 'authtype': 'Author'}]",The Proteins API: accessing key integrated protein and genome information,Nucleic Acids Research,28383659,10.1093/nar/gkx237,PMC5570157
486,2017 Mar 29,"[{'name': 'Yoon BH', 'authtype': 'Author'}, {'name': 'Kim SK', 'authtype': 'Author'}, {'name': 'Kim SY', 'authtype': 'Author'}]",Use of Graph Database for the Integration of Heterogeneous Biological Data,Genomics & Informatics,28416946,10.5808/GI.2017.15.1.19,PMC5389944
487,2017 Mar 2,"[{'name': 'Hee SW', 'authtype': 'Author'}, {'name': 'Willis A', 'authtype': 'Author'}, {'name': 'Tudur Smith C', 'authtype': 'Author'}, {'name': 'Day S', 'authtype': 'Author'}, {'name': 'Miller F', 'authtype': 'Author'}, {'name': 'Madan J', 'authtype': 'Author'}, {'name': 'Posch M', 'authtype': 'Author'}, {'name': 'Zohar S', 'authtype': 'Author'}, {'name': 'Stallard N', 'authtype': 'Author'}]",Does the low prevalence affect the sample size of interventional clinical trials of rare diseases? An analysis of data from the aggregate analysis of clinicaltrials.gov,Orphanet Journal of Rare Diseases,28253932,10.1186/s13023-017-0597-1,PMC5335492
488,2017 Feb 20,"[{'name': 'Wu Z', 'authtype': 'Author'}, {'name': 'Xu Y', 'authtype': 'Author'}, {'name': 'Yang Y', 'authtype': 'Author'}, {'name': 'Zhang C', 'authtype': 'Author'}, {'name': 'Zhu X', 'authtype': 'Author'}, {'name': 'Ji Y', 'authtype': 'Author'}]","Towards a Semantic Web of Things: A Hybrid Semantic Annotation, Extraction, and Reasoning Framework for Cyber-Physical System","Sensors (Basel, Switzerland)",28230725,10.3390/s17020403,PMC5335945
489,2017 Jan 31,"[{'name': 'Wanichthanarak K', 'authtype': 'Author'}, {'name': 'Fan S', 'authtype': 'Author'}, {'name': 'Grapov D', 'authtype': 'Author'}, {'name': 'Barupal DK', 'authtype': 'Author'}, {'name': 'Fiehn O', 'authtype': 'Author'}]","Metabox: A Toolbox for Metabolomic Data Analysis, Interpretation and Integrative Exploration",PLoS ONE,28141874,10.1371/journal.pone.0171046,PMC5283729
490,2017 Jan 18,"[{'name': 'Müller B', 'authtype': 'Author'}, {'name': 'Poley C', 'authtype': 'Author'}, {'name': 'Pössel J', 'authtype': 'Author'}, {'name': 'Hagelstein A', 'authtype': 'Author'}, {'name': 'Gübitz T', 'authtype': 'Author'}]",LIVIVO – the Vertical Search Engine for Life Sciences,Datenbank-Spektrum,29368755,10.1007/s13222-016-0245-2,PMC5750838
491,2017 Jan 17,"[{'name': 'Szárnyas G', 'authtype': 'Author'}, {'name': 'Izsó B', 'authtype': 'Author'}, {'name': 'Ráth I', 'authtype': 'Author'}, {'name': 'Varró D', 'authtype': 'Author'}]",The Train Benchmark: cross-technology performance evaluation of continuous model queries,Software and Systems Modeling,30220905,10.1007/s10270-016-0571-8,PMC6132656
492,2017,"[{'name': 'Sinha S', 'authtype': 'Author'}, {'name': 'Burstein GR', 'authtype': 'Author'}, {'name': 'Leonard KE', 'authtype': 'Author'}, {'name': 'Murphy TF', 'authtype': 'Author'}, {'name': 'Elkin PL', 'authtype': 'Author'}]",Prescription Opioid Dependence in Western New York: Using Data Analytics to Find an Answer to the Opioid Epidemic,Studies in health technology and informatics,29295165,,PMC6528652
493,2016 Dec 30,"[{'name': 'Balaur I', 'authtype': 'Author'}, {'name': 'Mazein A', 'authtype': 'Author'}, {'name': 'Saqi M', 'authtype': 'Author'}, {'name': 'Lysenko A', 'authtype': 'Author'}, {'name': 'Rawlings CJ', 'authtype': 'Author'}, {'name': 'Auffray C', 'authtype': 'Author'}]",Recon2Neo4j: applying graph database technologies for managing comprehensive genome-scale networks,Bioinformatics,27993779,10.1093/bioinformatics/btw731,PMC5408918
494,2016 Dec 27,"[{'name': 'Curcin V', 'authtype': 'Author'}]",Embedding data provenance into the Learning Health System to facilitate reproducible research,Learning Health Systems,31245557,10.1002/lrh2.10019,PMC6516719
495,2016 Dec 21,"[{'name': 'Woodruff LB', 'authtype': 'Author'}, {'name': 'Gorochowski TE', 'authtype': 'Author'}, {'name': 'Roehner N', 'authtype': 'Author'}, {'name': 'Mikkelsen TS', 'authtype': 'Author'}, {'name': 'Densmore D', 'authtype': 'Author'}, {'name': 'Gordon DB', 'authtype': 'Author'}, {'name': 'Nicol R', 'authtype': 'Author'}, {'name': 'Voigt CA', 'authtype': 'Author'}]",Registry in a tube: multiplexed pools of retrievable parts for genetic design space exploration,Nucleic Acids Research,28007941,10.1093/nar/gkw1226,PMC5388403
496,2016 Dec 5,"[{'name': 'Touré V', 'authtype': 'Author'}, {'name': 'Mazein A', 'authtype': 'Author'}, {'name': 'Waltemath D', 'authtype': 'Author'}, {'name': 'Balaur I', 'authtype': 'Author'}, {'name': 'Saqi M', 'authtype': 'Author'}, {'name': 'Henkel R', 'authtype': 'Author'}, {'name': 'Pellet J', 'authtype': 'Author'}, {'name': 'Auffray C', 'authtype': 'Author'}]",STON: exploring biological pathways using the SBGN standard and graph databases,BMC Bioinformatics,27919219,10.1186/s12859-016-1394-x,PMC5139139
497,2016 Nov 29,"[{'name': 'Mungall CJ', 'authtype': 'Author'}, {'name': 'McMurry JA', 'authtype': 'Author'}, {'name': 'Köhler S', 'authtype': 'Author'}, {'name': 'Balhoff JP', 'authtype': 'Author'}, {'name': 'Borromeo C', 'authtype': 'Author'}, {'name': 'Brush M', 'authtype': 'Author'}, {'name': 'Carbon S', 'authtype': 'Author'}, {'name': 'Conlin T', 'authtype': 'Author'}, {'name': 'Dunn N', 'authtype': 'Author'}, {'name': 'Engelstad M', 'authtype': 'Author'}, {'name': 'Foster E', 'authtype': 'Author'}, {'name': 'Gourdine JP', 'authtype': 'Author'}, {'name': 'Jacobsen JO', 'authtype': 'Author'}, {'name': 'Keith D', 'authtype': 'Author'}, {'name': 'Laraway B', 'authtype': 'Author'}, {'name': 'Lewis SE', 'authtype': 'Author'}, {'name': 'NguyenXuan J', 'authtype': 'Author'}, {'name': 'Shefchek K', 'authtype': 'Author'}, {'name': 'Vasilevsky N', 'authtype': 'Author'}, {'name': 'Yuan Z', 'authtype': 'Author'}, {'name': 'Washington N', 'authtype': 'Author'}, {'name': 'Hochheiser H', 'authtype': 'Author'}, {'name': 'Groza T', 'authtype': 'Author'}, {'name': 'Smedley D', 'authtype': 'Author'}, {'name': 'Robinson PN', 'authtype': 'Author'}, {'name': 'Haendel MA', 'authtype': 'Author'}]",The Monarch Initiative: an integrative data and analytic platform connecting phenotypes to genotypes across species,Nucleic Acids Research,27899636,10.1093/nar/gkw1128,PMC5210586
498,2016 Nov 28,"[{'name': 'Natale DA', 'authtype': 'Author'}, {'name': 'Arighi CN', 'authtype': 'Author'}, {'name': 'Blake JA', 'authtype': 'Author'}, {'name': 'Bona J', 'authtype': 'Author'}, {'name': 'Chen C', 'authtype': 'Author'}, {'name': 'Chen SC', 'authtype': 'Author'}, {'name': 'Christie KR', 'authtype': 'Author'}, {'name': 'Cowart J', 'authtype': 'Author'}, {'name': ""D'Eustachio P"", 'authtype': 'Author'}, {'name': 'Diehl AD', 'authtype': 'Author'}, {'name': 'Drabkin HJ', 'authtype': 'Author'}, {'name': 'Duncan WD', 'authtype': 'Author'}, {'name': 'Huang H', 'authtype': 'Author'}, {'name': 'Ren J', 'authtype': 'Author'}, {'name': 'Ross K', 'authtype': 'Author'}, {'name': 'Ruttenberg A', 'authtype': 'Author'}, {'name': 'Shamovsky V', 'authtype': 'Author'}, {'name': 'Smith B', 'authtype': 'Author'}, {'name': 'Wang Q', 'authtype': 'Author'}, {'name': 'Zhang J', 'authtype': 'Author'}, {'name': 'El-Sayed A', 'authtype': 'Author'}, {'name': 'Wu CH', 'authtype': 'Author'}]",Protein Ontology (PRO): enhancing and scaling up the representation of protein entities,Nucleic Acids Research,27899649,10.1093/nar/gkw1075,PMC5210558
499,2016 Nov 17,"[{'name': 'Kuzmin K', 'authtype': 'Author'}, {'name': 'Lu X', 'authtype': 'Author'}, {'name': 'Mukherjee PS', 'authtype': 'Author'}, {'name': 'Zhuang J', 'authtype': 'Author'}, {'name': 'Gaiteri C', 'authtype': 'Author'}, {'name': 'Szymanski BK', 'authtype': 'Author'}]",Supporting novel biomedical research via multilayer collaboration networks,Applied Network Science,30533503,10.1007/s41109-016-0015-y,PMC6245218
500,2016 Nov 12,"[{'name': 'Penha ED', 'authtype': 'Author'}, {'name': 'Iriabho E', 'authtype': 'Author'}, {'name': 'Dussaq A', 'authtype': 'Author'}, {'name': 'de Oliveira DM', 'authtype': 'Author'}, {'name': 'Almeida JS', 'authtype': 'Author'}]",Isomorphic semantic mapping of variant call format (VCF2RDF),Bioinformatics,27797761,10.1093/bioinformatics/btw652,PMC6041975
501,2016 Nov 8,"[{'name': 'Carson MB', 'authtype': 'Author'}, {'name': 'Scholtens DM', 'authtype': 'Author'}, {'name': 'Frailey CN', 'authtype': 'Author'}, {'name': 'Gravenor SJ', 'authtype': 'Author'}, {'name': 'Powell ES', 'authtype': 'Author'}, {'name': 'Wang AY', 'authtype': 'Author'}, {'name': 'Kricke GS', 'authtype': 'Author'}, {'name': 'Ahmad FS', 'authtype': 'Author'}, {'name': 'Mutharasan RK', 'authtype': 'Author'}, {'name': 'Soulakis ND', 'authtype': 'Author'}]",Characterizing Teamwork in Cardiovascular Care Outcomes: A Network Analytics Approach,Circulation. Cardiovascular quality and outcomes,28051772,10.1161/CIRCOUTCOMES.116.003041,PMC5217475
502,2016 Nov 1,"[{'name': 'Minadakis N', 'authtype': 'Author'}, {'name': 'Marketakis Y', 'authtype': 'Author'}, {'name': 'Doerr M', 'authtype': 'Author'}, {'name': 'Bekiari C', 'authtype': 'Author'}, {'name': 'Papadakos P', 'authtype': 'Author'}, {'name': 'Gougousis A', 'authtype': 'Author'}, {'name': 'Bailly N', 'authtype': 'Author'}, {'name': 'Arvanitidis C', 'authtype': 'Author'}]",LifeWatch Greece data-services: Discovering Biodiversity Data using Semantic Web Technologies,Biodiversity Data Journal,27932908,10.3897/BDJ.4.e8443,PMC5136645
503,2016 Nov 1,"[{'name': 'Craddock RC', 'authtype': 'Author'}, {'name': 'Bellec P', 'authtype': 'Author'}, {'name': 'Margules DS', 'authtype': 'Author'}, {'name': 'Nichols BN', 'authtype': 'Author'}, {'name': 'Pfannmöller JP', 'authtype': 'Author'}, {'name': 'Badhwar A', 'authtype': 'Author'}, {'name': 'Kennedy D', 'authtype': 'Author'}, {'name': 'Poline JB', 'authtype': 'Author'}, {'name': 'Toro R', 'authtype': 'Author'}, {'name': 'Cipollini B', 'authtype': 'Author'}, {'name': 'Rokem A', 'authtype': 'Author'}, {'name': 'Clark D', 'authtype': 'Author'}, {'name': 'Gorgolewski KJ', 'authtype': 'Author'}, {'name': 'Craddock RC', 'authtype': 'Author'}, {'name': 'Craddock RC', 'authtype': 'Author'}, {'name': 'Clark DJ', 'authtype': 'Author'}, {'name': 'Das S', 'authtype': 'Author'}, {'name': 'Madjar C', 'authtype': 'Author'}, {'name': 'Sengupta A', 'authtype': 'Author'}, {'name': 'Mohades Z', 'authtype': 'Author'}, {'name': 'Dery S', 'authtype': 'Author'}, {'name': 'Deng W', 'authtype': 'Author'}, {'name': 'Earl E', 'authtype': 'Author'}, {'name': 'Demeter DV', 'authtype': 'Author'}, {'name': 'Mills K', 'authtype': 'Author'}, {'name': 'Mihai G', 'authtype': 'Author'}, {'name': 'Ruzic L', 'authtype': 'Author'}, {'name': 'Ketz N', 'authtype': 'Author'}, {'name': 'Reineberg A', 'authtype': 'Author'}, {'name': 'Reddan MC', 'authtype': 'Author'}, {'name': 'Goddings AL', 'authtype': 'Author'}, {'name': 'Gonzalez-Castillo J', 'authtype': 'Author'}, {'name': 'Gorgolewski KJ', 'authtype': 'Author'}, {'name': 'Froehlich C', 'authtype': 'Author'}, {'name': 'Dekel G', 'authtype': 'Author'}, {'name': 'Margulies DS', 'authtype': 'Author'}, {'name': 'Craddock RC', 'authtype': 'Author'}, {'name': 'Fulcher BD', 'authtype': 'Author'}, {'name': 'Glatard T', 'authtype': 'Author'}, {'name': 'Das S', 'authtype': 'Author'}, {'name': 'Adalat R', 'authtype': 'Author'}, {'name': 'Beck N', 'authtype': 'Author'}, {'name': 'Bernard R', 'authtype': 'Author'}, {'name': 'Khalili-Mahani N', 'authtype': 'Author'}, {'name': 'Rioux P', 'authtype': 'Author'}, {'name': 'Rousseau MÉ', 'authtype': 'Author'}, {'name': 'Evans AC', 'authtype': 'Author'}, {'name': 'Halchenko YO', 'authtype': 'Author'}, {'name': 'Castello MV', 'authtype': 'Author'}, {'name': 'Hernández-Pérez R', 'authtype': 'Author'}, {'name': 'Morales EA', 'authtype': 'Author'}, {'name': 'Cuaya LV', 'authtype': 'Author'}, {'name': 'Ito KL', 'authtype': 'Author'}, {'name': 'Liew SL', 'authtype': 'Author'}, {'name': 'Johnson HJ', 'authtype': 'Author'}, {'name': 'Kan E', 'authtype': 'Author'}, {'name': 'Anglin J', 'authtype': 'Author'}, {'name': 'Borich M', 'authtype': 'Author'}, {'name': 'Jahanshad N', 'authtype': 'Author'}, {'name': 'Thompson P', 'authtype': 'Author'}, {'name': 'Liew SL', 'authtype': 'Author'}, {'name': 'Margulies DS', 'authtype': 'Author'}, {'name': 'Falkiewicz M', 'authtype': 'Author'}, {'name': 'Huntenburg JM', 'authtype': 'Author'}, {'name': 'O’Connor D', 'authtype': 'Author'}, {'name': 'Clark DJ', 'authtype': 'Author'}, {'name': 'Milham MP', 'authtype': 'Author'}, {'name': 'Craddock RC', 'authtype': 'Author'}, {'name': 'Pereira RF', 'authtype': 'Author'}, {'name': 'Heinsfeld AS', 'authtype': 'Author'}, {'name': 'Franco AR', 'authtype': 'Author'}, {'name': 'Buchweitz A', 'authtype': 'Author'}, {'name': 'Meneguzzi F', 'authtype': 'Author'}, {'name': 'Pfannmöller JP', 'authtype': 'Author'}, {'name': 'Mesquita R', 'authtype': 'Author'}, {'name': 'Herrera LC', 'authtype': 'Author'}, {'name': 'Dentico D', 'authtype': 'Author'}, {'name': 'Sochat V', 'authtype': 'Author'}, {'name': 'Nichols BN', 'authtype': 'Author'}, {'name': 'Heinsfeld AS', 'authtype': 'Author'}, {'name': 'Franco AR', 'authtype': 'Author'}, {'name': 'Buchweitz A', 'authtype': 'Author'}, {'name': 'Meneguzzi F', 'authtype': 'Author'}, {'name': 'Villalon-Reina JE', 'authtype': 'Author'}, {'name': 'Garyfallidis E', 'authtype': 'Author'}]",2015 Brainhack Proceedings,GigaScience,0,10.1186/s13742-016-0147-0,PMC5103253
504,2016 Oct 17,"[{'name': 'Duque-Ramos A', 'authtype': 'Author'}, {'name': 'Quesada-Martínez M', 'authtype': 'Author'}, {'name': 'Iniesta-Moreno M', 'authtype': 'Author'}, {'name': 'Fernández-Breis JT', 'authtype': 'Author'}, {'name': 'Stevens R', 'authtype': 'Author'}]",Supporting the analysis of ontology evolution processes through the combination of static and dynamic scaling functions in OQuaRE,Journal of Biomedical Semantics,27751176,10.1186/s13326-016-0091-z,PMC5067895
505,2016 Oct 5,"[{'name': 'Carson MB', 'authtype': 'Author'}, {'name': 'Scholtens DM', 'authtype': 'Author'}, {'name': 'Frailey CN', 'authtype': 'Author'}, {'name': 'Gravenor SJ', 'authtype': 'Author'}, {'name': 'Kricke GE', 'authtype': 'Author'}, {'name': 'Soulakis ND', 'authtype': 'Author'}]",An Outcome-Weighted Network Model for Characterizing Collaboration,PLoS ONE,27706199,10.1371/journal.pone.0163861,PMC5051930
506,2016 Aug 12,"[{'name': 'Liu Q', 'authtype': 'Author'}, {'name': 'Ding C', 'authtype': 'Author'}, {'name': 'Chu Y', 'authtype': 'Author'}, {'name': 'Chen J', 'authtype': 'Author'}, {'name': 'Zhang W', 'authtype': 'Author'}, {'name': 'Zhang B', 'authtype': 'Author'}, {'name': 'Huang Q', 'authtype': 'Author'}, {'name': 'Su X', 'authtype': 'Author'}]",PoplarGene: poplar gene network and resource for mining functional information for genes from woody plants,Scientific Reports,27515999,10.1038/srep31356,PMC4981870
507,2016 Aug 5,"[{'name': 'Kim S', 'authtype': 'Author'}]",Getting the Most out of PubChem for Virtual Screening,Expert opinion on drug discovery,27454129,10.1080/17460441.2016.1216967,PMC5045798
508,2016 Aug 2,"[{'name': 'Chang J', 'authtype': 'Author'}, {'name': 'Cho H', 'authtype': 'Author'}, {'name': 'Chou HH', 'authtype': 'Author'}]",Mango: combining and analyzing heterogeneous biological networks,BioData Mining,27489569,10.1186/s13040-016-0105-5,PMC4971676
509,2016 Jul 25,"[{'name': 'Lysenko A', 'authtype': 'Author'}, {'name': 'Roznovăţ IA', 'authtype': 'Author'}, {'name': 'Saqi M', 'authtype': 'Author'}, {'name': 'Mazein A', 'authtype': 'Author'}, {'name': 'Rawlings CJ', 'authtype': 'Author'}, {'name': 'Auffray C', 'authtype': 'Author'}]",Representing and querying disease networks using graph databases,BioData Mining,27462371,10.1186/s13040-016-0102-8,PMC4960687
510,2016 Jul 20,"[{'name': 'Post AR', 'authtype': 'Author'}, {'name': 'Pai AK', 'authtype': 'Author'}, {'name': 'Willard R', 'authtype': 'Author'}, {'name': 'May BJ', 'authtype': 'Author'}, {'name': 'West AC', 'authtype': 'Author'}, {'name': 'Agravat S', 'authtype': 'Author'}, {'name': 'Granite SJ', 'authtype': 'Author'}, {'name': 'Winslow RL', 'authtype': 'Author'}, {'name': 'Stephens DS', 'authtype': 'Author'}]",Metadata-driven Clinical Data Loading into i2b2 for Clinical and Translational Science Institutes,AMIA Summits on Translational Science Proceedings,27570667,,PMC5001768
511,2016 Jul 20,"[{'name': 'Ong E', 'authtype': 'Author'}, {'name': 'He Y', 'authtype': 'Author'}]","Community-based Ontology Development, Annotation and Discussion with MediaWiki extension Ontokiwi and Ontokiwi-based Ontobedia",AMIA Summits on Translational Science Proceedings,27570653,,PMC5001762
512,2016 Jul 8,"[{'name': 'Yoo MJ', 'authtype': 'Author'}, {'name': 'Grozel C', 'authtype': 'Author'}, {'name': 'Kiritsis D', 'authtype': 'Author'}]",Closed-Loop Lifecycle Management of Service and Product in the Internet of Things: Semantic Framework for Knowledge Integration,"Sensors (Basel, Switzerland)",27399717,10.3390/s16071053,PMC4970100
513,2016 Jul 4,"[{'name': 'Partl C', 'authtype': 'Author'}, {'name': 'Gratzl S', 'authtype': 'Author'}, {'name': 'Streit M', 'authtype': 'Author'}, {'name': 'Wassermann AM', 'authtype': 'Author'}, {'name': 'Pfister H', 'authtype': 'Author'}, {'name': 'Schmalstieg D', 'authtype': 'Author'}, {'name': 'Lex A', 'authtype': 'Author'}]",Pathfinder: Visual Analysis of Paths in Graphs,Computer graphics forum : journal of the European Association for Computer Graphics,27942090,10.1111/cgf.12883,PMC5146994
514,2016 Jun 6,"[{'name': 'Galgonek J', 'authtype': 'Author'}, {'name': 'Hurt T', 'authtype': 'Author'}, {'name': 'Michlíková V', 'authtype': 'Author'}, {'name': 'Onderka P', 'authtype': 'Author'}, {'name': 'Schwarz J', 'authtype': 'Author'}, {'name': 'Vondrášek J', 'authtype': 'Author'}]",Advanced SPARQL querying in small molecule databases,Journal of Cheminformatics,27275187,10.1186/s13321-016-0144-4,PMC4893829
515,2016 Jun,"[{'name': 'Pienta R', 'authtype': 'Author'}, {'name': 'Navathe S', 'authtype': 'Author'}, {'name': 'Tamersoy A', 'authtype': 'Author'}, {'name': 'Tong H', 'authtype': 'Author'}, {'name': 'Endert A', 'authtype': 'Author'}, {'name': 'Chau DH', 'authtype': 'Author'}]",VISAGE: Interactive Visual Graph Querying,AVI : proceedings of the Workshop on Advanced Visual Interfaces. AVI (Conference),28553670,10.1145/2909132.2909246,PMC5444304
516,2016 May 23,"[{'name': 'Batarfi O', 'authtype': 'Author'}, {'name': 'Elshawi R', 'authtype': 'Author'}, {'name': 'Fayoumi A', 'authtype': 'Author'}, {'name': 'Barnawi A', 'authtype': 'Author'}, {'name': 'Sakr S', 'authtype': 'Author'}]",A distributed query execution engine of big attributed graphs,SpringerPlus,27350905,10.1186/s40064-016-2251-0,PMC4899405
517,2016 May 19,"[{'name': 'Mullen J', 'authtype': 'Author'}, {'name': 'Cockell SJ', 'authtype': 'Author'}, {'name': 'Woollard P', 'authtype': 'Author'}, {'name': 'Wipat A', 'authtype': 'Author'}]",An Integrated Data Driven Approach to Drug Repositioning Using Gene-Disease Associations,PLoS ONE,27196054,10.1371/journal.pone.0155811,PMC4873016
518,2016 May 12,"[{'name': 'Rodríguez-Iglesias A', 'authtype': 'Author'}, {'name': 'Rodríguez-González A', 'authtype': 'Author'}, {'name': 'Irvine AG', 'authtype': 'Author'}, {'name': 'Sesma A', 'authtype': 'Author'}, {'name': 'Urban M', 'authtype': 'Author'}, {'name': 'Hammond-Kosack KE', 'authtype': 'Author'}, {'name': 'Wilkinson MD', 'authtype': 'Author'}]",Publishing FAIR Data: An Exemplar Methodology Utilizing PHI-Base,Frontiers in Plant Science,27433158,10.3389/fpls.2016.00641,PMC4922217
519,2016 May 2,"[{'name': 'Brochhausen M', 'authtype': 'Author'}, {'name': 'Zheng J', 'authtype': 'Author'}, {'name': 'Birtwell D', 'authtype': 'Author'}, {'name': 'Williams H', 'authtype': 'Author'}, {'name': 'Masci AM', 'authtype': 'Author'}, {'name': 'Ellis HJ', 'authtype': 'Author'}, {'name': 'Stoeckert CJ Jr', 'authtype': 'Author'}]",OBIB-a novel ontology for biobanking,Journal of Biomedical Semantics,27148435,10.1186/s13326-016-0068-y,PMC4855778
520,2016 May,"[{'name': 'Hogan B', 'authtype': 'Author'}, {'name': 'Melville JR', 'authtype': 'Author'}, {'name': 'Philips GL II', 'authtype': 'Author'}, {'name': 'Janulis P', 'authtype': 'Author'}, {'name': 'Contractor N', 'authtype': 'Author'}, {'name': 'Mustanski BS', 'authtype': 'Author'}, {'name': 'Birkett M', 'authtype': 'Author'}]",Evaluating the Paper-to-Screen Translation of Participant-Aided Sociograms with High-Risk Participants,Proceedings of the SIGCHI conference on human factors in computing systems . CHI Conference,28018995,10.1145/2858036.2858368,PMC5176260
521,2016 Apr 27,"[{'name': 'Zhou Y', 'authtype': 'Author'}, {'name': 'De S', 'authtype': 'Author'}, {'name': 'Wang W', 'authtype': 'Author'}, {'name': 'Moessner K', 'authtype': 'Author'}]",Search Techniques for the Web of Things: A Taxonomy and Survey,"Sensors (Basel, Switzerland)",27128918,10.3390/s16050600,PMC4883291
522,2016 Apr 20,"[{'name': 'Chełkowski T', 'authtype': 'Author'}, {'name': 'Gloor P', 'authtype': 'Author'}, {'name': 'Jemielniak D', 'authtype': 'Author'}]",Inequalities in Open Source Software Development: Analysis of Contributor’s Commits in Apache Software Foundation Projects,PLoS ONE,27096157,10.1371/journal.pone.0152976,PMC4838325
523,2016 Mar 22,"[{'name': 'Queralt-Rosinach N', 'authtype': 'Author'}, {'name': 'Piñero J', 'authtype': 'Author'}, {'name': 'Bravo À', 'authtype': 'Author'}, {'name': 'Sanz F', 'authtype': 'Author'}, {'name': 'Furlong LI', 'authtype': 'Author'}]",DisGeNET-RDF: harnessing the innovative power of the Semantic Web to explore the genetic basis of diseases,Bioinformatics,27153650,10.1093/bioinformatics/btw214,PMC4937199
524,2016 Mar 21,"[{'name': 'Preusse M', 'authtype': 'Author'}, {'name': 'Theis FJ', 'authtype': 'Author'}, {'name': 'Mueller NS', 'authtype': 'Author'}]",miTALOS v2: Analyzing Tissue Specific microRNA Function,PLoS ONE,26998997,10.1371/journal.pone.0151771,PMC4801359
525,2016 Mar 1,"[{'name': 'Chard K', 'authtype': 'Author'}, {'name': 'Lidman M', 'authtype': 'Author'}, {'name': 'McCollam B', 'authtype': 'Author'}, {'name': 'Bryan J', 'authtype': 'Author'}, {'name': 'Ananthakrishnan R', 'authtype': 'Author'}, {'name': 'Tuecke S', 'authtype': 'Author'}, {'name': 'Foster I', 'authtype': 'Author'}]","Globus Nexus: A Platform-as-a-Service Provider of Research Identity, Profile, and Group Management",Future generations computer systems : FGCS,26688598,10.1016/j.future.2015.09.006,PMC4681010
526,2016 Feb 14,"[{'name': 'Shameer K', 'authtype': 'Author'}, {'name': 'Badgeley MA', 'authtype': 'Author'}, {'name': 'Miotto R', 'authtype': 'Author'}, {'name': 'Glicksberg BS', 'authtype': 'Author'}, {'name': 'Morgan JW', 'authtype': 'Author'}, {'name': 'Dudley JT', 'authtype': 'Author'}]","Translational bioinformatics in the era of real-time biomedical, health care and wellness data streams",Briefings in Bioinformatics,26876889,10.1093/bib/bbv118,PMC5221424
