,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
138,2018,"[{'name': 'Deffur A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wilkinson RJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mayosi BM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mulder NM', 'authtype': 'Author', 'clusterid': ''}]",ANIMA: Association network integration for multiscale analysis.,Wellcome open research,30271886,10.12688/wellcomeopenres.14073.3,PMC6134339
139,2018 Nov 20,"[{'name': 'Messina A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fiannaca A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'La Paglia L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'La Rosa M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Urso A', 'authtype': 'Author', 'clusterid': ''}]",BioGraph: a web application and a graph database for querying and analyzing bioinformatics resources.,BMC systems biology,30458802,10.1186/s12918-018-0616-4,PMC6245492
140,2019 Jun,"[{'name': 'Chandrababu S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bastola D', 'authtype': 'Author', 'clusterid': ''}]",An Integrated Approach to Recognize Potential Protective Effects of Culinary Herbs Against Chronic Diseases.,Journal of healthcare informatics research,35415428,10.1007/s41666-018-0041-x,PMC8982779
141,2018,"[{'name': 'Gong F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ma Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gong W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yuan X', 'authtype': 'Author', 'clusterid': ''}]",Neo4j graph database realizes efficient storage performance of oilfield ontology.,PloS one,30444913,10.1371/journal.pone.0207595,PMC6239324
142,2018 Oct,"[{'name': 'Chen L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Aziz MM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mohammed N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jiang X', 'authtype': 'Author', 'clusterid': ''}]",Secure large-scale genome data storage and query.,Computer methods and programs in biomedicine,30337067,10.1016/j.cmpb.2018.08.007,PMC6196742
143,2018,"[{'name': 'Elkin PL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mullin S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sakilay S', 'authtype': 'Author', 'clusterid': ''}]",Biomedical Informatics Investigator.,Studies in health technology and informatics,30306935,,PMC7847179
144,2018 Sep 5,"[{'name': 'Lovis C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gaudet-Blavignac C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chevrier R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Robert A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Issom D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Foufi V', 'authtype': 'Author', 'clusterid': ''}]","[Bigdata, artificial intelligence and blockchain for dummies].",Revue medicale suisse,30226672,,
145,2018 Aug,"[{'name': 'McGinn D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McIlwraith D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guo Y', 'authtype': 'Author', 'clusterid': ''}]",Towards open data blockchain analytics: a Bitcoin perspective.,Royal Society open science,30225017,10.1098/rsos.180298,PMC6124103
146,2018,"[{'name': 'Szárnyas G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Izsó B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ráth I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Varró D', 'authtype': 'Author', 'clusterid': ''}]",The Train Benchmark: cross-technology performance evaluation of continuous model queries.,Software and systems modeling,30220905,10.1007/s10270-016-0571-8,PMC6132656
147,2018 Jan 1,"[{'name': 'Le KK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Whiteside MD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hopkins JE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gannon VPJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Laing CR', 'authtype': 'Author', 'clusterid': ''}]",Spfy: an integrated graph database for real-time prediction of bacterial phenotypes and downstream comparative analyses.,Database : the journal of biological databases and curation,30212910,10.1093/database/bay086,PMC6146121
148,2018,"[{'name': 'Ulrich H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kock-Schoppenhauer AK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Duhm-Harbeck P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ingenerf J', 'authtype': 'Author', 'clusterid': ''}]",Using Graph Tools on Metadata Repositories.,Studies in health technology and informatics,30147040,,
149,2018 Aug 7,"[{'name': 'Brandizi M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Singh A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rawlings C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hassani-Pak K', 'authtype': 'Author', 'clusterid': ''}]",Towards FAIRer Biological Knowledge Networks Using a Hybrid Linked Data and Graph Database Approach.,Journal of integrative bioinformatics,30085931,10.1515/jib-2018-0023,PMC6340125
150,2018,"[{'name': 'Godard P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'van Eyll J', 'authtype': 'Author', 'clusterid': ''}]",BED: a Biological Entity Dictionary based on a graph data model.,F1000Research,30026924,10.12688/f1000research.13925.3,PMC6039941
151,2018 Jan 1,"[{'name': 'Lambusch F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Waltemath D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wolkenhauer O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sandkuhl K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rosenke C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Henkel R', 'authtype': 'Author', 'clusterid': ''}]",Identifying frequent patterns in biochemical reaction networks: a workflow.,Database : the journal of biological databases and curation,29992320,10.1093/database/bay051,PMC6030809
152,2018,"[{'name': 'Tomaszuk D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pąk K', 'authtype': 'Author', 'clusterid': ''}]",Reducing vertices in property graphs.,PloS one,29444127,10.1371/journal.pone.0191917,PMC5812617
153,2018 Apr,"[{'name': 'Jupe S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ray K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Roca CD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Varusai T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shamovsky V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stein L', 'authtype': 'Author', 'clusterid': ''}, {'name': ""D'Eustachio P"", 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hermjakob H', 'authtype': 'Author', 'clusterid': ''}]",Interleukins and their signaling pathways in the Reactome biological pathway database.,The Journal of allergy and clinical immunology,29378288,10.1016/j.jaci.2017.12.992,PMC5927619
154,2018 Jan,"[{'name': 'Fabregat A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Korninger F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Viteri G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sidiropoulos K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Marin-Garcia P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ping P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wu G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stein L', 'authtype': 'Author', 'clusterid': ''}, {'name': ""D'Eustachio P"", 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hermjakob H', 'authtype': 'Author', 'clusterid': ''}]",Reactome graph database: Efficient access to complex pathway data.,PLoS computational biology,29377902,10.1371/journal.pcbi.1005968,PMC5805351
155,2017 Dec 1,"[{'name': 'Segura Bedmar I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Martínez P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carruana Martín A', 'authtype': 'Author', 'clusterid': ''}]",Search and Graph Database Technologies for Biomedical Semantic Indexing: Experimental Analysis.,JMIR medical informatics,29196280,10.2196/medinform.7059,PMC5732329
156,2018 Mar 15,"[{'name': 'Castillo-Lara S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Abril JF', 'authtype': 'Author', 'clusterid': ''}]",PlanNET: homology-based predicted interactome for multiple planarian transcriptomes.,"Bioinformatics (Oxford, England)",29186384,10.1093/bioinformatics/btx738,PMC5860622
157,2018 Jan 4,"[{'name': 'Fabregat A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jupe S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Matthews L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sidiropoulos K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gillespie M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Garapati P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Haw R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jassal B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Korninger F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'May B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Milacic M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Roca CD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rothfels K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sevilla C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shamovsky V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shorser S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Varusai T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Viteri G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Weiser J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wu G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stein L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hermjakob H', 'authtype': 'Author', 'clusterid': ''}, {'name': ""D'Eustachio P"", 'authtype': 'Author', 'clusterid': ''}]",The Reactome Pathway Knowledgebase.,Nucleic acids research,29145629,10.1093/nar/gkx1132,PMC5753187
158,2017 Sep 22,"[{'name': 'Himmelstein DS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lizee A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hessler C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brueggeman L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen SL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hadley D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Green A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Khankhanian P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Baranzini SE', 'authtype': 'Author', 'clusterid': ''}]",Systematic integration of biomedical knowledge prioritizes drugs for repurposing.,eLife,28936969,10.7554/eLife.26726,PMC5640425
159,2018 Jan,"[{'name': 'Pienta R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hohman F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Endert A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tamersoy A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Roundy K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gates C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Navathe S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chau DH', 'authtype': 'Author', 'clusterid': ''}]",VIGOR: Interactive Visual Exploration of Graph Query Results.,IEEE transactions on visualization and computer graphics,28866563,10.1109/TVCG.2017.2744898,
160,2017 Aug 10,"[{'name': 'Guhlin J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Silverstein KAT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhou P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tiffin P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Young ND', 'authtype': 'Author', 'clusterid': ''}]","ODG: Omics database generator - a tool for generating, querying, and analyzing multi-omics comparative databases to facilitate biological understanding.",BMC bioinformatics,28797229,10.1186/s12859-017-1777-7,PMC5553995
161,2017 Jul 27,"[{'name': 'Hall RJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Murray CW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Verdonk ML', 'authtype': 'Author', 'clusterid': ''}]",The Fragment Network: A Chemistry Recommendation Engine Built Using a Graph Database.,Journal of medicinal chemistry,28712298,10.1021/acs.jmedchem.7b00809,
162,2017,"[{'name': 'Swainston N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Batista-Navarro R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carbonell P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dobson PD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dunstan M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jervis AJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Vinaixa M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Williams AR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ananiadou S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Faulon JL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mendes P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kell DB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Scrutton NS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Breitling R', 'authtype': 'Author', 'clusterid': ''}]",biochem4j: Integrated and extensible biochemical knowledge through graph databases.,PloS one,28708831,10.1371/journal.pone.0179130,PMC5510799
163,2017,"[{'name': 'Costa RL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gadelha L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ribeiro-Alves M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Porto F', 'authtype': 'Author', 'clusterid': ''}]",GeNNet: an integrated platform for unifying scientific workflows and graph databases for transcriptome data analysis.,PeerJ,28695067,10.7717/peerj.3509,PMC5501156
164,2017 Oct 15,"[{'name': 'Mughal S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Moghul I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yu J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'UKIRDC', 'authtype': 'CollectiveName', 'clusterid': ''}, {'name': 'Clark T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gregory DS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pontikos N', 'authtype': 'Author', 'clusterid': ''}]",Pheno4J: a gene to phenotype graph database.,"Bioinformatics (Oxford, England)",28633344,10.1093/bioinformatics/btx397,
165,2017 Mar,"[{'name': 'Yoon BH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kim SK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kim SY', 'authtype': 'Author', 'clusterid': ''}]",Use of Graph Database for the Integration of Heterogeneous Biological Data.,Genomics & informatics,28416946,10.5808/GI.2017.15.1.19,PMC5389944
166,2017 Apr 1,"[{'name': 'Balaur I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mazein A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Saqi M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lysenko A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rawlings CJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Auffray C', 'authtype': 'Author', 'clusterid': ''}]",Recon2Neo4j: applying graph database technologies for managing comprehensive genome-scale networks.,"Bioinformatics (Oxford, England)",27993779,10.1093/bioinformatics/btw731,PMC5408918
167,2016 Dec 5,"[{'name': 'Touré V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mazein A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Waltemath D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Balaur I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Saqi M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Henkel R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pellet J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Auffray C', 'authtype': 'Author', 'clusterid': ''}]",STON: exploring biological pathways using the SBGN standard and graph databases.,BMC bioinformatics,27919219,10.1186/s12859-016-1394-x,PMC5139139
168,2017 Oct,"[{'name': 'Balaur I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Saqi M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barat A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lysenko A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mazein A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rawlings CJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ruskin HJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Auffray C', 'authtype': 'Author', 'clusterid': ''}]",EpiGeNet: A Graph Database of Interdependencies Between Genetic and Epigenetic Events in Colorectal Cancer.,Journal of computational biology : a journal of computational molecular cell biology,27627442,10.1089/cmb.2016.0095,
169,2016 Sep 1,"[{'name': 'Sheikhizadeh S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Schranz ME', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Akdel M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'de Ridder D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Smit S', 'authtype': 'Author', 'clusterid': ''}]","PanTools: representation, storage and exploration of pan-genomic data.","Bioinformatics (Oxford, England)",27587666,10.1093/bioinformatics/btw455,
170,2016,"[{'name': 'Hofer P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Neururer S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Goebel G', 'authtype': 'Author', 'clusterid': ''}]",Semi-Automated Annotation of Biobank Data Using Standard Medical Terminologies in a Graph Database.,Studies in health technology and informatics,27577487,,
171,2016,"[{'name': 'Lysenko A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Roznovăţ IA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Saqi M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mazein A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rawlings CJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Auffray C', 'authtype': 'Author', 'clusterid': ''}]",Representing and querying disease networks using graph databases.,BioData mining,27462371,10.1186/s13040-016-0102-8,PMC4960687
172,2016,"[{'name': 'Mullen J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cockell SJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Woollard P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wipat A', 'authtype': 'Author', 'clusterid': ''}]",An Integrated Data Driven Approach to Drug Repositioning Using Gene-Disease Associations.,PloS one,27196054,10.1371/journal.pone.0155811,PMC4873016
173,2016,"[{'name': 'Pons E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Becker BF', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Akhondi SA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Afzal Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'van Mulligen EM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kors JA', 'authtype': 'Author', 'clusterid': ''}]",Extraction of chemical-induced diseases using prior knowledge and textual information.,Database : the journal of biological databases and curation,27081155,10.1093/database/baw046,PMC4831722
174,2016 Mar 11,"[{'name': 'Hoppe T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Petrone A', 'authtype': 'Author', 'clusterid': ''}]",Integer sequence discovery from small graphs.,"Discrete applied mathematics (Amsterdam, Netherlands : 1988)",27034526,10.1016/j.dam.2015.07.017,PMC4809059
175,2016,"[{'name': 'Preusse M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Theis FJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mueller NS', 'authtype': 'Author', 'clusterid': ''}]",miTALOS v2: Analyzing Tissue Specific microRNA Function.,PloS one,26998997,10.1371/journal.pone.0151771,PMC4801359
176,2016 Jan 25,"[{'name': 'Saunders CJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jalali Sefid Dashti M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gamieldien J', 'authtype': 'Author', 'clusterid': ''}]",Semantic interrogation of a multi knowledge domain ontological model of tendinopathy identifies four strong candidate risk genes.,Scientific reports,26804977,10.1038/srep19820,PMC4726433
177,2016,"[{'name': 'Kuzmin K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lu X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mukherjee PS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhuang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gaiteri C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Szymanski BK', 'authtype': 'Author', 'clusterid': ''}]",Supporting novel biomedical research via multilayer collaboration networks.,Applied network science,30533503,10.1007/s41109-016-0015-y,PMC6245218
178,2016 Apr 15,"[{'name': 'Bottomly D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McWeeney SK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wilmot B', 'authtype': 'Author', 'clusterid': ''}]",HitWalker2: visual analytics for precision medicine and beyond.,"Bioinformatics (Oxford, England)",26708334,10.1093/bioinformatics/btv739,PMC4824131
179,2016 Jan,"[{'name': 'Dai X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhao PX', 'authtype': 'Author', 'clusterid': ''}]","HRGRN: A Graph Search-Empowered Integrative Database of Arabidopsis Signaling Transduction, Metabolism and Gene Regulation Networks.",Plant & cell physiology,26657893,10.1093/pcp/pcv200,PMC4722177
180,2015,"[{'name': 'Alocci D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mariethoz J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Horlacher O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bolleman JT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Campbell MP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lisacek F', 'authtype': 'Author', 'clusterid': ''}]",Property Graph vs RDF Triple Store: A Comparison on Glycan Substructure Search.,PloS one,26656740,10.1371/journal.pone.0144578,PMC4684231
181,2015 Nov 15,"[{'name': 'Mulholland DS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Poitrasson F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Boaventura GR', 'authtype': 'Author', 'clusterid': ''}]",Effects of different water storage procedures on the dissolved Fe concentration and isotopic composition of chemically contrasted waters from the Amazon River Basin.,Rapid communications in mass spectrometry : RCM,26443413,10.1002/rcm.7368,
182,2015 Oct,"[{'name': 'Campbell WS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pedersen J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McClay JC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rao P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bastola D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Campbell JR', 'authtype': 'Author', 'clusterid': ''}]",An alternative database approach for management of SNOMED CT and improved patient data queries.,Journal of biomedical informatics,26305513,10.1016/j.jbi.2015.08.016,
183,2015 Dec 1,"[{'name': 'Summer G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kelder T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ono K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Radonjic M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Heymans S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Demchak B', 'authtype': 'Author', 'clusterid': ''}]",cyNeo4j: connecting Neo4j and Cytoscape.,"Bioinformatics (Oxford, England)",26272981,10.1093/bioinformatics/btv460,PMC4653389
184,2015,"[{'name': 'Hristovski D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kastrin A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dinevski D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rindflesch TC', 'authtype': 'Author', 'clusterid': ''}]",Constructing a Graph Database for Semantic Literature-Based Discovery.,Studies in health technology and informatics,26262393,,
185,2015,"[{'name': 'Henkel R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wolkenhauer O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Waltemath D', 'authtype': 'Author', 'clusterid': ''}]","Combining computational models, semantic annotations and simulation experiments in a graph database.",Database : the journal of biological databases and curation,25754863,10.1093/database/bau130,PMC4352687
186,2015 Mar,"[{'name': 'Soulakis ND', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carson MB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lee YJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Schneider DH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Skeehan CT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Scholtens DM', 'authtype': 'Author', 'clusterid': ''}]",Visualizing collaborative electronic health record usage for hospitalized patients with heart failure.,Journal of the American Medical Informatics Association : JAMIA,25710558,10.1093/jamia/ocu017,PMC4394967
187,2015 Mar 6,"[{'name': 'Muth T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Behne A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Heyer R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kohrs F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Benndorf D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hoffmann M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lehtevä M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Reichl U', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Martens L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rapp E', 'authtype': 'Author', 'clusterid': ''}]",The MetaProteomeAnalyzer: a powerful open-source software suite for metaproteomics data analysis and interpretation.,Journal of proteome research,25660940,10.1021/pr501246w,
188,2014,"[{'name': 'Johnson D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Connor AJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McKeever S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Deisboeck TS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Quaiser T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shochat E', 'authtype': 'Author', 'clusterid': ''}]",Semantically linking in silico cancer models.,Cancer informatics,25520553,10.4137/CIN.S13895,PMC4260769
189,2014,"[{'name': 'Zhu L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Song Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guo Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Du L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhu X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang G', 'authtype': 'Author', 'clusterid': ''}]",A coding method for efficient subgraph querying on vertex- and edge-labeled graphs.,PloS one,24853266,10.1371/journal.pone.0097178,PMC4031119
