,Date,Author,Title,Publication Title,PMID,DOI,PMCID,Link Attachments
497,2019 May 6,"Post A, Chappidi N, Gunda D, Deshpande N",A Method for EHR Phenotype Management in an i2b2 Data Warehouse,AMIA Summits on Translational Science Proceedings,31258960,both_none_596,PMC6568136,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6568136
498,2019 Apr 8,Page RD,Ozymandias: a biodiversity knowledge graph,PeerJ,30993051,10.7717/peerj.6739,PMC6459178,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6459178
499,2019 Feb 21,"Miller RA, Ehrhart F, Eijssen LM, Slenter DN, Curfs LM, Evelo CT, Willighagen EL, Kutmon M",Beyond Pathway Analysis: Identification of Active Subnetworks in Rett Syndrome,Frontiers in Genetics,30847002,10.3389/fgene.2019.00059,PMC6393361,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6393361
500,2019 Feb 15,"Meijerink M, van den Broek T, Dulos R, Neergaard Jacobsen L, Staudt Kvistgaard A, Garthoff J, Knippels L, Knipping K, Houben G, Verschuren L, van Bilsen J",The Impact of Immune Interventions: A Systems Biology Strategy for Predicting Adverse and Beneficial Immune Effects,Frontiers in Immunology,30828334,10.3389/fimmu.2019.00231,PMC6384242,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6384242
501,2019 Feb 14,"Jing X, Emerson M, Masters D, Brooks M, Buskirk J, Abukamail N, Liu C, Cimino JJ, Shubrook J, De Lacalle S, Zhou Y, Patel VL",A visual interactive analytic tool for filtering and summarizing large health data sets coded with hierarchical terminologies (VIADS),BMC Medical Informatics and Decision Making,30764811,10.1186/s12911-019-0750-y,PMC6376747,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6376747
502,2019 Jan 23,"Romanowska J, Joshi A",From Genotype to Phenotype: Through Chromatin,Genes,30678090,10.3390/genes10020076,PMC6410296,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410296
503,2018 Dec 14,"Kawashima S, Katayama T, Hatanaka H, Kushida T, Takagi T",NBDC RDF portal: a comprehensive repository for semantic data in life sciences,Database: The Journal of Biological Databases and Curation,30576482,10.1093/database/bay123,PMC6301334,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301334
504,2018 Dec 7,"Conte N, Mason JC, Halmagyi C, Neuhauser S, Mosaku A, Yordanova G, Chatzipli A, Begley DA, Krupke DM, Parkinson H, Meehan TF, Bult CC",PDX Finder: A portal for patient-derived tumor xenograft model discovery,Nucleic Acids Research,30535239,10.1093/nar/gky984,PMC6323912,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6323912
505,2018 Dec 5,"Mathe JL, Nelson SD, Weinberg ST, Lehmann CU, Nadas A, Weitkamp AO",Leveraging Knowledge Representation to Maintain Immunization Clinical Decision Support,AMIA Annual Symposium Proceedings,30815121,both_none_608,PMC6371352,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371352
506,2018 Dec 5,"Peterson KJ, Liu H",The Sublanguage of Clinical Problem Lists: A Corpus Analysis,AMIA Annual Symposium Proceedings,30815190,both_none_609,PMC6371258,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371258
507,2018 Dec,"He X, Zhang R, Rizvi R, Vasilakes J, Yang X, Guo Y, He Z, Prosperi M, Bian J",Prototyping an Interactive Visualization of Dietary Supplement Knowledge Graph,Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,31667004,10.1109/BIBM.2018.8621340,PMC6821392,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6821392
508,2018 Nov 30,"Venkatesan A, Tagny Ngompe G, Hassouni NE, Chentli I, Guignon V, Jonquet C, Ruiz M, Larmande P",Agronomic Linked Data (AgroLD): A knowledge-based system to enable integrative biology in agronomy,PLoS ONE,30500839,10.1371/journal.pone.0198270,PMC6269127,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6269127
509,2018 Nov 20,"Hannigan GD, Duhaime MB, Ruffin MT IV, Koumpouras CC, Schloss PD",Diagnostic Potential and Interactive Dynamics of the Colorectal Cancer Virome,mBio,30459201,10.1128/mBio.02248-18,PMC6247079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6247079
510,2018 Nov 20,"Xu B, Li C, Zhuang H, Wang J, Wang Q, Wang C, Zhou X",Distributed gene clinical decision support system based on cloud computing,BMC Medical Genomics,30454054,10.1186/s12920-018-0415-1,PMC6245588,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6245588
511,2018 Nov 19,"Wu J, Feng Y, Sun P",Sensor Fusion for Recognition of Activities of Daily Living,"Sensors (Basel, Switzerland)",30463199,10.3390/s18114029,PMC6263431,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6263431
512,2018 Nov 3,"Ljungberg MC, Sadi M, Wang Y, Aronow BJ, Xu Y, Kao RJ, Liu Y, Gaddis N, Ardini-Poleske ME, Umrod T, Ambalavanan N, Nicola T, Kaminski N, Ahangari F, Sontag R, Corley RA, Ansong C, Carson JP",Spatial distribution of marker gene activity in the mouse lung during alveolarization,Data in Brief,30596133,10.1016/j.dib.2018.10.150,PMC6307338,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6307338
513,2018 Nov,"Riggs ER, Nelson T, Merz A, Ackley T, Bunke B, Collins CD, Collinson MN, Fan YS, Goodenberger ML, Golden DM, Haglund-Hazy L, Krgovic D, Lamb AN, Lewis Z, Li G, Liu Y, Meck J, Neufeld-Kaiser W, Runke CK, Sanmann JN, Stavropoulos DJ, Strong E, Su M, Tayeh MK, Vokac NK, Thorland EC, Andersen E, Martin CL",Copy Number Variant Discrepancy Resolution Using the ClinGen Dosage Sensitivity Map Results in Updated Clinical Interpretations in ClinVar,Human mutation,30095202,10.1002/humu.23610,PMC7374944,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7374944
514,2018 Oct 29,"Vrochidis S, Moumtzidou A, Gialampoukidis I, Liparas D, Casamayor G, Wanner L, Heise N, Wagner T, Bilous A, Jamin E, Simeonov B, Alexiev V, Busch R, Arapakis I, Kompatsiaris I","A Multimodal Analytics Platform for Journalists Analyzing Large-Scale, Heterogeneous Multilingual, and Multimedia Content",Frontiers in Robotics and AI,33501002,10.3389/frobt.2018.00123,PMC7805659,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7805659
515,2018 Oct 23,"Hühne R, Kessler V, Fürstberger A, Kühlwein S, Platzer M, Sühnel J, Lausser L, Kestler HA",3D Network exploration and visualisation for lifespan data,BMC Bioinformatics,30352578,10.1186/s12859-018-2393-x,PMC6199797,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6199797
516,2018 Oct 15,Scheffer LK,Analysis Tools for Large Connectomes,Frontiers in Neural Circuits,30374293,10.3389/fncir.2018.00085,PMC6196278,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6196278
517,2018 Oct 15,"Bonnici V, Caro GD, Constantino G, Liuni S, D’Elia D, Bombieri N, Licciulli F, Giugno R",Arena-Idb: a platform to build human non-coding RNA interaction networks,BMC Bioinformatics,30367585,10.1186/s12859-018-2298-8,PMC6191940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6191940
518,2018 Oct 15,"Costa RL, Boroni M, Soares MA",Distinct co-expression networks using multi-omic data reveal novel interventional targets in HPV-positive and negative head-and-neck squamous cell cancer,Scientific Reports,30323202,10.1038/s41598-018-33498-5,PMC6189122,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6189122
519,2018 Oct 9,"Pyysalo S, Baker S, Ali I, Haselwimmer S, Shah T, Young A, Guo Y, Högberg J, Stenius U, Narita M, Korhonen A",LION LBD: a literature-based discovery system for cancer biology,Bioinformatics,30304355,10.1093/bioinformatics/bty845,PMC6499247,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6499247
520,2018 Sep 26,"Sheikhizadeh Anari S, de Ridder D, Schranz ME, Smit S",Efficient inference of homologs in large eukaryotic pan-proteomes,BMC Bioinformatics,30257640,10.1186/s12859-018-2362-4,PMC6158922,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6158922
521,2018 Sep 18,"Harper L, Campbell J, Cannon EK, Jung S, Poelchau M, Walls R, Andorf C, Arnaud E, Berardini TZ, Birkett C, Cannon S, Carson J, Condon B, Cooper L, Dunn N, Elsik CG, Farmer A, Ficklin SP, Grant D, Grau E, Herndon N, Hu ZL, Humann J, Jaiswal P, Jonquet C, Laporte MA, Larmande P, Lazo G, McCarthy F, Menda N, Mungall CJ, Munoz-Torres MC, Naithani S, Nelson R, Nesdill D, Park C, Reecy J, Reiser L, Sanderson LA, Sen TZ, Staton M, Subramaniam S, Tello-Ruiz MK, Unda V, Unni D, Wang L, Ware D, Wegrzyn J, Williams J, Woodhouse M, Yu J, Main D",AgBioData consortium recommendations for sustainable genomics and genetics databases for agriculture,Database: The Journal of Biological Databases and Curation,30239679,10.1093/database/bay088,PMC6146126,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6146126
522,2018 Sep 17,"Howe DG, Blake JA, Bradford YM, Bult CJ, Calvi BR, Engel SR, Kadin JA, Kaufman T, Kishore R, Laulederkind SJ, Lewis SE, Moxon SA, Richardson JE, Smith C",Model organism data evolving in support of translational medicine,Lab animal,30224793,10.1038/s41684-018-0150-4,PMC6322546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6322546
523,2018 Sep 10,"Cantarelli M, Marin B, Quintana A, Earnshaw M, Court R, Gleeson P, Dura-Bernal S, Silver RA, Idili G",Geppetto: a reusable modular open platform for exploring neuroscience data and models,Philosophical Transactions of the Royal Society B: Biological Sciences,30201843,10.1098/rstb.2017.0380,PMC6158222,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6158222
524,2018 Sep 3,"Nobre C, Marc S, Alexander L",Juniper: A Tree+Table Approach to Multivariate Graph Visualization,IEEE transactions on visualization and computer graphics,30188828,10.1109/TVCG.2018.2865149,PMC6785378,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785378
525,2018 Jun 2,"Mazein A, Ostaszewski M, Kuperstein I, Watterson S, Le Novère N, Lefaudeux D, De Meulder B, Pellet J, Balaur I, Saqi M, Nogueira MM, He F, Parton A, Lemonnier N, Gawron P, Gebel S, Hainaut P, Ollert M, Dogrusoz U, Barillot E, Zinovyev A, Schneider R, Balling R, Auffray C",Systems medicine disease maps: community-driven comprehensive representation of disease mechanisms,NPJ Systems Biology and Applications,29872544,10.1038/s41540-018-0059-y,PMC5984630,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5984630
526,2018 Jun,"Kalmegh P, Lundberg H, Xu F, Babu S, Roy S",iQCAR: A Demonstration of an Inter-Query Contention Analyzer for Cluster Computing Frameworks,Proceedings. ACM-Sigmod International Conference on Management of Data,31289421,10.1145/3183713.3193567,PMC6615054,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615054
527,2018 Jun 1,"Gioiosa S, Bolis M, Flati T, Massini A, Garattini E, Chillemi G, Fratelli M, Castrignanò T",Massive NGS data analysis reveals hundreds of potential novel gene fusions in human cell lines,GigaScience,29860514,10.1093/gigascience/giy062,PMC6207142,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6207142
528,2018 May 29,"Aryani A, Poblet M, Unsworth K, Wang J, Evans B, Devaraju A, Hausstein B, Klas CP, Zapilko B, Kaplun S",A Research Graph dataset for connecting research data repositories using RD-Switchboard,Scientific Data,29809172,10.1038/sdata.2018.99,PMC5972674,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5972674
529,2018 May 18,"Al–Taie Z, Thanintorn N, Ersoy I, Kholod O, Taylor K, Hammer R, Shin D",REDESIGN: RDF–based Differential Signaling Framework for Precision Medicine Analytics,AMIA Summits on Translational Science Proceedings,29888036,both_none_641,PMC5961787,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5961787
530,2018 May 3,"Matiasz NJ, Wood J, Doshi P, Speier W, Beckemeyer B, Wang W, Hsu W, Silva AJ",ResearchMaps.org for integrating and planning research,PLoS ONE,29723213,10.1371/journal.pone.0195271,PMC5933701,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933701
531,2018 Apr 19,"Saqi M, Lysenko A, Guo YK, Tsunoda T, Auffray C",Navigating the disease landscape: knowledge representations for contextualizing molecular signatures,Briefings in Bioinformatics,29684165,10.1093/bib/bby025,PMC6556902,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6556902
532,2018 Apr 18,"Hannigan GD, Duhaime MB, Koutra D, Schloss PD",Biogeography and environmental conditions shape bacteriophage-bacteria networks across the human microbiome,PLoS Computational Biology,29668682,10.1371/journal.pcbi.1006099,PMC5927471,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5927471
533,2018 Apr 1,"Geyer KK, Munshi SE, Vickers M, Squance M, Wilkinson TJ, Berrar D, Chaparro C, Swain MT, Hoffmann KF","The anti-fecundity effect of 5-azacytidine (5-AzaC) on Schistosoma mansoni is linked to dis-regulated transcription, translation and stem cell activities",International Journal for Parasitology: Drugs and Drug Resistance,29649665,10.1016/j.ijpddr.2018.03.006,PMC6039303,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6039303
534,2018 Mar 24,"Murdani MH, Kwon J, Choi YH, Hong B",Efficient Proximity Computation Techniques Using ZIP Code Data for Smart Cities ,"Sensors (Basel, Switzerland)",29587366,10.3390/s18040965,PMC5948496,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5948496
535,2018 Feb 26,"Wagner J, Chelaru F, Kancherla J, Paulson JN, Zhang A, Felix V, Mahurkar A, Elmqvist N, Corrada Bravo H",Metaviz: interactive statistical and visual analysis of metagenomic data,Nucleic Acids Research,29529268,10.1093/nar/gky136,PMC5887897,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5887897
536,2018 Feb 26,"Haaland ØA, Lie RT, Romanowska J, Gjerdevik M, Gjessing HK, Jugessur A",A Genome-Wide Search for Gene-Environment Effects in Isolated Cleft Lip with or without Cleft Palate Triads Points to an Interaction between Maternal Periconceptional Vitamin Use and Variants in ESRRG,Frontiers in Genetics,29535761,10.3389/fgene.2018.00060,PMC5834486,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834486
537,2018 Feb 23,"Morrison MC, Kleemann R, van Koppen A, Hanemaaijer R, Verschuren L",Key Inflammatory Processes in Human NASH Are Reflected in Ldlr−/−.Leiden Mice: A Translational Gene Profiling Study,Frontiers in Physiology,29527177,10.3389/fphys.2018.00132,PMC5829089,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5829089
538,2018 Jan 19,"Capuzzi SJ, Thornton TE, Liu K, Baker N, Lam WI, O’Banion CP, Muratov EN, Pozefsky D, Tropsha A",Chemotext: A Publicly-Available Web Server for Mining Drug-Target-Disease Relationships in PubMed,Journal of chemical information and modeling,29300482,10.1021/acs.jcim.7b00589,PMC6063520,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6063520
539,2018 Jan 13,"Chen X, Gururaj AE, Ozyurt B, Liu R, Soysal E, Cohen T, Tiryaki F, Li Y, Zong N, Jiang M, Rogith D, Salimi M, Kim HE, Rocca-Serra P, Gonzalez-Beltran A, Farcas C, Johnson T, Margolis R, Alter G, Sansone SA, Fore IM, Ohno-Machado L, Grethe JS, Xu H",DataMed – an open source discovery index for finding biomedical datasets,Journal of the American Medical Informatics Association : JAMIA,29346583,10.1093/jamia/ocx121,PMC7378878,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7378878
540,2018 Jan 12,"Elsworth B, Dawe K, Vincent EE, Langdon R, Lynch BM, Martin RM, Relton C, Higgins JP, Gaunt TR",MELODI: Mining Enriched Literature Objects to Derive Intermediates,International Journal of Epidemiology,29342271,10.1093/ije/dyx251,PMC5913624,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5913624
541,2018 Jan 5,"Rodríguez-García MÁ, Hoehndorf R",Inferring ontology graph structures using OWL reasoning,BMC Bioinformatics,29304741,10.1186/s12859-017-1999-8,PMC5756413,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5756413
542,2017 Dec 6,"Jelínek J, Škoda P, Hoksza D",Utilizing knowledge base of amino acids structural neighborhoods to predict protein-protein interaction sites,BMC Bioinformatics,29244012,10.1186/s12859-017-1921-4,PMC5731498,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5731498
543,2017 Nov 27,"Oulas A, Minadakis G, Zachariou M, Sokratous K, Bourdakou MM, Spyrou GM",Systems Bioinformatics: increasing precision of computational diagnostics and therapeutics through network-based approaches,Briefings in Bioinformatics,29186305,10.1093/bib/bbx151,PMC6585387,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6585387
544,2017 Nov 27,"Bean DM, Wu H, Iqbal E, Dzahini O, Ibrahim ZM, Broadbent M, Stewart R, Dobson RJ",Knowledge graph prediction of unknown adverse drug reactions and validation in electronic health records,Scientific Reports,29180758,10.1038/s41598-017-16674-x,PMC5703951,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5703951
545,2017 Nov 23,"Lekschas F, Gehlenborg N",SATORI: a system for ontology-guided visual exploration of biomedical data repositories,Bioinformatics,29186292,10.1093/bioinformatics/btx739,PMC6031061,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6031061
546,2017 Nov 9,"Lin Y, Mehta S, Küçük-McGinty H, Turner JP, Vidovic D, Forlin M, Koleti A, Nguyen DT, Jensen LJ, Guha R, Mathias SL, Ursu O, Stathias V, Duan J, Nabizadeh N, Chung C, Mader C, Visser U, Yang JJ, Bologa CG, Oprea TI, Schürer SC",Drug target ontology to classify and integrate drug discovery data,Journal of Biomedical Semantics,29122012,10.1186/s13326-017-0161-x,PMC5679337,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5679337
547,2017 Nov 1,"Savova GK, Tseytlin E, Finan SP, Castine M, Miller TA, Medvedeva OP, Harris DA, Hochheiser HS, Lin C, Chavan GR, Jacobson RS",DeepPhe - A Natural Language Processing System for Extracting Cancer Phenotypes from Clinical Records,Cancer research,29092954,10.1158/0008-5472.CAN-17-0615,PMC5690492,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5690492
548,2017 Oct 20,"Wright TB, Ball D, Hersh W",Query expansion using MeSH terms for dataset retrieval: OHSU at the bioCADDIE 2016 dataset retrieval challenge,Database: The Journal of Biological Databases and Curation,29220467,10.1093/database/bax065,PMC5737054,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5737054
549,2017 Oct 18,"Hoyt CT, Konotopez A, Ebeling C",PyBEL: a computational framework for Biological Expression Language,Bioinformatics,29048466,10.1093/bioinformatics/btx660,PMC5860616,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5860616
550,2017 Oct 13,"Gupta S, Turan D, Tavernier J, Martens L",The online Tabloid Proteome: an annotated database of protein associations,Nucleic Acids Research,29040688,10.1093/nar/gkx930,PMC5753264,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5753264
551,2017 Oct 11,"Keefer CE, Chang G",The use of matched molecular series networks for cross target structure activity relationship translation and potency prediction,MedChemComm,30108724,10.1039/c7md00465f,PMC6072506,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6072506
552,2017 Oct 10,"Mao F, Liu Q, Zhao X, Yang H, Guo S, Xiao L, Li X, Teng H, Sun Z, Dou Y",EpiDenovo: a platform for linking regulatory de novo mutations to developmental epigenetics and diseases,Nucleic Acids Research,29040751,10.1093/nar/gkx918,PMC5753195,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5753195
553,2017 Oct 7,"Ferreira JP, Machu J, Girerd N, Jaisser F, Thum T, Butler J, González A, Diez J, Heymans S, McDonald K, Gyöngyösi M, Firat H, Rossignol P, Pizard A, Zannad F",Rationale of the FIBROTARGETS study designed to identify novel biomarkers of myocardial fibrosis,ESC Heart Failure,28988439,10.1002/ehf2.12218,PMC5793978,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5793978
554,2017 Oct 2,"Zaki N, Tennakoon C",BioCarian: search engine for exploratory searches in heterogeneous biological databases,BMC Bioinformatics,28969593,10.1186/s12859-017-1840-4,PMC5625622,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5625622
555,2017 Sep 29,"Esteban-Gil A, Fernández-Breis JT, Boeker M",Analysis and visualization of disease courses in a semantically-enabled cancer registry,Journal of Biomedical Semantics,28962670,10.1186/s13326-017-0154-9,PMC5622544,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5622544
556,2017 Sep 7,"Brenes A, Afzal V, Kent R, Lamond AI",The Encyclopedia of Proteome Dynamics: a big data ecosystem for (prote)omics,Nucleic Acids Research,28981707,10.1093/nar/gkx807,PMC5753345,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5753345
557,2017 Aug 14,"Kaminski M, Kostylev EV",Complexity and Expressive Power of Weakly Well-Designed SPARQL,Theory of Computing Systems,31258387,10.1007/s00224-017-9802-9,PMC6560828,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560828
558,2017 Aug 10,"Ardini-Poleske ME, Clark RF, Ansong C, Carson JP, Corley RA, Deutsch GH, Hagood JS, Kaminski N, Mariani TJ, Potter SS, Pryhuber GS, Warburton D, Whitsett JA, Palmer SM, Ambalavanan N, The LungMAP Consortium",LungMAP: The Molecular Atlas of Lung Development Program,American Journal of Physiology - Lung Cellular and Molecular Physiology,28798251,10.1152/ajplung.00139.2017,PMC5792185,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5792185
559,2017 Aug 8,"Hu W, Qiu H, Huang J, Dumontier M",BioSearch: a semantic search engine for Bio2RDF,Database: The Journal of Biological Databases and Curation,29220451,10.1093/database/bax059,PMC5569678,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5569678
560,2017 Aug,"Sybrandt J, Shtutman M, Safro I",MOLIERE: Automatic Biomedical Hypothesis Generation System,KDD : proceedings. International Conference on Knowledge Discovery & Data Mining,29430330,10.1145/3097983.3098057,PMC5804740,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5804740
561,2017 Aug 1,"Gonçalves RS, Tu SW, Nyulas CI, Tierney MJ, Musen MA",An ontology-driven tool for structured data acquisition using Web forms,Journal of Biomedical Semantics,28764813,10.1186/s13326-017-0133-1,PMC5540339,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540339
562,2017 Jul 25,"Shin D, Kovalenko M, Ersoy I, Li Y, Doll D, Shyu CR, Hammer R",PathEdEx – Uncovering High-explanatory Visual Diagnostics Heuristics Using Digital Pathology and Multiscale Gaze Data,Journal of Pathology Informatics,28828200,10.4103/jpi.jpi_29_17,PMC5545777,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5545777
563,2017 Jul 10,"Venkatesan A, Kim JH, Talo F, Ide-Smith M, Gobeill J, Carter J, Batista-Navarro R, Ananiadou S, Ruch P, McEntyre J",SciLite: a platform for displaying text-mined annotations as a means to link research articles with biological data,Wellcome Open Research,28948232,10.12688/wellcomeopenres.10210.1,PMC5527546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5527546
564,2017 Jul 4,"Kerzner E, Lex A, Sigulinsky CL, Umess T, Jones BW, Marc RE, Meyer M",Graffinity: Visualizing Connectivity in Large Graphs,Computer graphics forum : journal of the European Association for Computer Graphics,29479126,10.1111/cgf.13184,PMC5821473,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821473
565,2017 May 15,"Wilkins J, Chan P, Chard J, Smith G, Smith M, Beer M, Dunn A, Flandorfer C, Franklin C, Gomeni R, Harnisch L, Kaye R, Moodie S, Sardu M, Wang E, Watson E, Wolstencroft K, Cheung S, on behalf of the DDMoRe Consortium",Thoughtflow: Standards and Tools for Provenance Capture and Workflow Definition to Support Model‐Informed Drug Discovery and Development,CPT: Pharmacometrics & Systems Pharmacology,28504472,10.1002/psp4.12171,PMC5445227,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5445227
566,2017 Apr 7,"Spokevicius AV, Tibbits J, Rigault P, Nolin MA, Müller C, Merchant A",Medium term water deficit elicits distinct transcriptome responses in Eucalyptus species of contrasting environmental origin,BMC Genomics,28388878,10.1186/s12864-017-3664-z,PMC5383985,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383985
567,2017 Apr 5,"Nightingale A, Antunes R, Alpi E, Bursteinas B, Gonzales L, Liu W, Luo J, Qi G, Turner E, Martin M",The Proteins API: accessing key integrated protein and genome information,Nucleic Acids Research,28383659,10.1093/nar/gkx237,PMC5570157,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5570157
568,2017 Mar 2,"Hee SW, Willis A, Tudur Smith C, Day S, Miller F, Madan J, Posch M, Zohar S, Stallard N",Does the low prevalence affect the sample size of interventional clinical trials of rare diseases? An analysis of data from the aggregate analysis of clinicaltrials.gov,Orphanet Journal of Rare Diseases,28253932,10.1186/s13023-017-0597-1,PMC5335492,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5335492
569,2017 Feb 20,"Wu Z, Xu Y, Yang Y, Zhang C, Zhu X, Ji Y","Towards a Semantic Web of Things: A Hybrid Semantic Annotation, Extraction, and Reasoning Framework for Cyber-Physical System","Sensors (Basel, Switzerland)",28230725,10.3390/s17020403,PMC5335945,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5335945
570,2017 Jan 31,"Wanichthanarak K, Fan S, Grapov D, Barupal DK, Fiehn O","Metabox: A Toolbox for Metabolomic Data Analysis, Interpretation and Integrative Exploration",PLoS ONE,28141874,10.1371/journal.pone.0171046,PMC5283729,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5283729
571,2017 Jan 18,"Müller B, Poley C, Pössel J, Hagelstein A, Gübitz T",LIVIVO – the Vertical Search Engine for Life Sciences,Datenbank-Spektrum,29368755,10.1007/s13222-016-0245-2,PMC5750838,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5750838
572,2017,"Sinha S, Burstein GR, Leonard KE, Murphy TF, Elkin PL",Prescription Opioid Dependence in Western New York: Using Data Analytics to Find an Answer to the Opioid Epidemic,Studies in health technology and informatics,29295165,both_none_698,PMC6528652,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6528652
573,2016 Dec 27,Curcin V,Embedding data provenance into the Learning Health System to facilitate reproducible research,Learning Health Systems,31245557,10.1002/lrh2.10019,PMC6516719,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6516719
574,2016 Dec 21,"Woodruff LB, Gorochowski TE, Roehner N, Mikkelsen TS, Densmore D, Gordon DB, Nicol R, Voigt CA",Registry in a tube: multiplexed pools of retrievable parts for genetic design space exploration,Nucleic Acids Research,28007941,10.1093/nar/gkw1226,PMC5388403,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5388403
575,2016 Nov 29,"Mungall CJ, McMurry JA, Köhler S, Balhoff JP, Borromeo C, Brush M, Carbon S, Conlin T, Dunn N, Engelstad M, Foster E, Gourdine JP, Jacobsen JO, Keith D, Laraway B, Lewis SE, NguyenXuan J, Shefchek K, Vasilevsky N, Yuan Z, Washington N, Hochheiser H, Groza T, Smedley D, Robinson PN, Haendel MA",The Monarch Initiative: an integrative data and analytic platform connecting phenotypes to genotypes across species,Nucleic Acids Research,27899636,10.1093/nar/gkw1128,PMC5210586,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5210586
576,2016 Nov 28,"Natale DA, Arighi CN, Blake JA, Bona J, Chen C, Chen SC, Christie KR, Cowart J, D'Eustachio P, Diehl AD, Drabkin HJ, Duncan WD, Huang H, Ren J, Ross K, Ruttenberg A, Shamovsky V, Smith B, Wang Q, Zhang J, El-Sayed A, Wu CH",Protein Ontology (PRO): enhancing and scaling up the representation of protein entities,Nucleic Acids Research,27899649,10.1093/nar/gkw1075,PMC5210558,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5210558
