PMID,PMCID,DOI,Link Attachments,Title,1st B-Shortlist,2nd B-Shortlist,final decision,Category - 1st reviewer,Category - 2nd reviewer,Resource name,Availability,Updates,Used DB,Content,Reason for including/ excluding,Keywords,Reviewer keyword annotations,MeSH terms,Date,Author,Publication Title
35102292,PMC9110295,10.1038/s41587-021-01145-6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9110295; https://doi.org/10.1038/s41587-021-01145-6,A knowledge graph to interpret clinical proteomics data,Y,Y,Y,SOFTWARE,SOFTWARE,CKG,https://github.com/MannLabs/CKG; documentation found at: https://CKG.readthedocs.io/en/latest/advanced_features/ckg-notebooks.html,,Neo4j,"CKG is an open-source platform currently comprising close to 20 million nodes and 220 million relationships that represent relevant experimental data, public databases and literature","included: the CKG is an integrated resource bridging systems biology & biomedical, public github ",,SB / Biomedicine,"Machine Learning; Knowledge Bases; Pattern Recognition, Automated; Proteomics [standards]; Precision Medicine [methods]; Decision Making, Computer-Assisted; Algorithms",2022 Jan 31,"Santos A, Colaço AR, Nielsen AB, Niu L, Strauss M, Geyer PE, Coscia F, Albrechtsen NJ, Mundt F, Jensen LJ, Mann M",Nature Biotechnology
34944904,PMC8699385,10.3390/cancers13246278,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8699385/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8699385,Drug Repositioning and Subgroup Discovery for Precision Medicine Implementation in Triple Negative Breast Cancer.; Drug Repositioning and Subgroup Discovery for Precision Medicine Implementation in Triple Negative Breast Cancer,N,N,N,METHOD,METHOD,,,,,A drug repruposing algorthim and patient stratification approach for triple-negative breast cancer,excluded: not focused on GDB,antioxidant; explainable artificial intelligence; drug repurposing; network analysis; ferroptosis; subgrouping; triple negative breast cancer; patient stratification; data mining; drug repositioning,,,2021 Dec 14; 2021-12,"Shyu, Chi-Ren; Al-Taie Z, Hannink M, Mitchem J, Papageorgiou C, Shyu CR; Hannink, Mark; Papageorgiou, Christos; Al-Taie, Zainab; Mitchem, Jonathan",Cancers
34690512,PMC8486731,10.3897/BDJ.9.e67671,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8486731; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8486731/,Infrastructure and Population of the OpenBiodiv Biodiversity Knowledge Graph; Infrastructure and Population of the OpenBiodiv Biodiversity Knowledge Graph.,Y,Y,N,ONTOLOGY,INTEGRATED; ONTOLOGY,OpenBiodiv,https://github.com/pensoft/OpenBiodiv,,GraphDB,A biodiversity KG based on GraphDB,excluded: out of scope,,general biomed,,2021 Sep 24; 2021-09-24,"Dimitrova, Mariya; Senderov, Viktor E; Penev, Lyubomir; Dimitrova M, Senderov VE, Georgiev T, Zhelezov G, Penev L; Georgiev, Teodor; Zhelezov, Georgi",Biodiversity Data Journal
34604514,PMC8444078,10.7717/peerj-cs.667,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444078; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444078/,A knowledge graph based question answering method for medical domain.; A knowledge graph based question answering method for medical domain,N,N?,N,METHOD,METHOD,,,,,"A natural language question answering system, which relies on storing medical data in a GDB",excluded: out of scope,Question answering; Knowledge graph; Medical domain; Weighted path ranking,,,2021-09-01; 2021 Sep 1,"Ou, Lu; Zhang, Jixin; Huang, Xiaofeng; Xu, Zisang; Huang X, Zhang J, Xu Z, Ou L, Tong J; Tong, Jianbin",PeerJ Computer Science
34450877,PMC8401022,10.3390/s21165435,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8401022/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8401022,An Indoor Navigation Methodology for Mobile Devices by Integrating Augmented Reality and Semantic Web.; An Indoor Navigation Methodology for Mobile Devices by Integrating Augmented Reality and Semantic Web,N,N,N,METHOD,METHOD,,,,,A methodology for indoor navigation systems,excluded: out of scope,augmented reality; indoor navigation; Semantic Web,,"Computers, Handheld; Data Management; Augmented Reality; Humans; Semantic Web",2021 Aug 12; 2021-08-12,"Rubio-Sandoval, Jesus Ivan; Lopez-Arevalo, Ivan; Rios-Alvarado, Ana B.; Rubio-Sandoval JI, Martinez-Rodriguez JL, Lopez-Arevalo I, Rios-Alvarado AB, Rodriguez-Rodriguez AJ, Vargas-Requena DT; Martinez-Rodriguez, Jose L.; Vargas-Requena, David Tomas; Rodriguez-Rodriguez, Adolfo Josue","Sensors (Basel, Switzerland)"
34372489,PMC8347790,10.3390/s21155248,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8347790; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8347790/,A Systematic Review of Recommender Systems and Their Applications in Cybersecurity; A Systematic Review of Recommender Systems and Their Applications in Cybersecurity.,N,N,N,REVIEW,REVIEW,,,,,Discusses the role of recommender systems in cybersecurity,excluded: out of scope,collaborative filtering; cybersecurity; recommender systems,,Algorithms; Humans; Computer Security,2021 Aug 3; 2021-8,"Pawlicka A, Pawlicki M, Kozik R, Choraś RS; Pawlicki, Marek; Pawlicka, Aleksandra; Kozik, Rafał; Choraś, Ryszard S.","Sensors (Basel, Switzerland)"
34113485,PMC8162239,10.7717/peerj.11298,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8162239/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8162239,Measuring pathway database coverage of the phosphoproteome; Measuring pathway database coverage of the phosphoproteome.,Y,Y,Y,REVIEW,REVIEW,,,,Neo4j,A review comparing 7 databases to see how suitable they are for functional insights into phosphoproteomics data,included: the pathways are stored in Neo4j,Phosphoproteomics; Bioinformatics; Proteomics; Databases,,,2021-05-25; 2021 May 25,"Davis, Melissa J.; Huckstep, Hannah; Huckstep H, Fearnley LG, Davis MJ; Fearnley, Liam G.",PeerJ
33864455,PMC8052916,10.1093/database/baab016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8052916/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8052916,H3ABioNet genomic medicine and microbiome data portals hackathon proceedings.; H3ABioNet genomic medicine and microbiome data portals hackathon proceedings,N,N,N,OTHERS,OTHERS,,,,,A description of an Africa Bioinformatics Network hackathon for data portal development,excluded: out of scope,,Omics,"Microbiota [genetics]; Computational Biology; Humans; Genome; Genomics; Databases, Factual",2021-04-17; 2021 Apr 17,"Allali, Imane; Hamdi, Yosr; Turkson, Michael; Kassim, Samar; Fassatoui, Meriem; Fadlelmola, Faisal M; Ahmed, Samah; Panji, Sumir; Souiai, Oussema; Ghedira, Kais; Alsayed, Nihad; Adil, Mai; Benchaalia, Aymen; Parker, Ziyaad; Fadlelmola FM, Ghedira K, Hamdi Y, Hanachi M, Radouani F, Allali I, Kiran A, Zass L, Alsayed N, Fassatoui M, Samtal C, Ahmed S, Da Rocha J, Chaqsare S, Sallam RM, Chaouch M, Farahat MA, Ssekagiri A, Parker Z, Adil M, Turkson M, Benchaalia A, Benkahla A, Panji S, Kassim S, Souiai O, Mulder N; Farahat, Mohammed; Kiran, Anmol; Chaqsare, Souad; Chaouch, Melek; Ssekagiri, Alfred; Hanachi, Mariem; Zass, Lyndon; Samtal, Chaimae; Da Rocha, Jorge; Benkahla, Alia; Mulder, Nicola; Sallam, Reem M; Radouani, Fouzia",Database: The Journal of Biological Databases and Curation
33919882,PMC8070774,10.3390/jpm11040300,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8070774; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8070774/,Knowledge Graphs for COVID-19: An Exploratory Review of the Current Landscape; Knowledge Graphs for COVID-19: An Exploratory Review of the Current Landscape.,Y,Y,Y,REVIEW,REVIEW,CovidGraph,https://covidgraph.org/,,Neo4j,A review of the current landscape of KGs for COVID-19,included: a review of COVID-19 KGs,drug repurposing; COVID-19; knowledge graph; natural language processing,COVID-19,,2021 Apr 14; 2021-04-14,"Chatterjee A, Nardi C, Oberije C, Lambin P; Lambin, Philippe; Oberije, Cary; Chatterjee, Avishek; Nardi, Cosimo",Journal of Personalized Medicine
33916662,PMC8065959,10.3390/e23040426,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8065959/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8065959,Industry 4.0 Quantum Strategic Organizational Design Configurations. The Case of 3 Qubits: Two Report to One.; Industry 4.0 Quantum Strategic Organizational Design Configurations. The Case of 3 Qubits: Two Report to One,N,N,N,OTHERS,OTHERS,,,,,"A paper on ""how the relationship between two subordinates reporting to a leader influences the alignment of the latter with the company’s strategic objectives in an Industry 4.0 environment"" using quantum circuits",excluded: out of scope,quantum strategic organizational design; Industry 4.0; quantum circuits,Computer science,,2021-04-03; 2021 Apr 3,"Schmidt, Daniel; Villalba-Diez, Javier; Losada, Juan Carlos; Benito, Rosa María; Villalba-Diez J, Losada JC, Benito RM, Schmidt D",Entropy
33761996,PMC7992819,10.1186/s13326-021-00239-z,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7992819/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7992819,SIENA: Semi-automatic semantic enhancement of datasets using concept recognition; SIENA: Semi-automatic semantic enhancement of datasets using concept recognition.,N,N,N,OTHERS,INTEGRATED,SIENA,http://github.com/MaastrichtU-IDS/semantic-enhancement,,GraphDB (RDF),"A semi-automated framework that provides semantic enhancement of biomedical data, specifically gene datasets",excluded: out of scope,Machine learning; Gene; Semantic enhancement; Deep learning; Ontology,general biomed,Biological Ontologies; Machine Learning; Semantics,2021 Mar 24; 2021-03-24,"Dumontier, Michel; Grigoriu, Andreea; Zaveri, Amrapali; Grigoriu A, Zaveri A, Weiss G, Dumontier M; Weiss, Gerhard",Journal of Biomedical Semantics
33804746,PMC8003965,10.3390/e23030374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8003965; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8003965/,Industry 4.0 Quantum Strategic Organizational Design Configurations. The Case of 3 Qubits: One Reports to Two.; Industry 4.0 Quantum Strategic Organizational Design Configurations. The Case of 3 Qubits: One Reports to Two,N,N,N,OTHERS,OTHERS,,,,,"A paper on ""how the relationship between two subordinates reporting to a leader influences the alignment of the latter with the company’s strategic objectives in an Industry 4.0 environment"" using quantum circuits",excluded: out of scope,quantum strategic organizational design; industry 4.0; quantum circuits,Computer science,,2021-03-20; 2021 Mar 20,"Villalba-Diez J, Losada JC, Benito RM, González-Marcos A; González-Marcos, Ana; Villalba-Diez, Javier; Losada, Juan Carlos; Benito, Rosa María",Entropy
33647012,PMC7920367,10.1371/journal.pone.0247587,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7920367; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7920367/,Panacea: Visual exploration system for analyzing trends in annual recruitment using time-varying graphs; Panacea: Visual exploration system for analyzing trends in annual recruitment using time-varying graphs.,N,N,N,OTHERS,OTHERS,,,,Neo4j,A visual exploration system for analyzing trends in annual recruitment using time-varying graphs,excluded: out of scope,,Human resources,"Personnel Selection [trends]; Japan; Job Application; Specialization; Universities; Data Visualization; Education, Graduate; Workforce [organization & administration]; Humans",2021-03-01; 2021 Mar 1,"Yokoyama TT, Okada M, Taniguchi T; Okada, Masashi; Yokoyama, Toshiyuki T.; Taniguchi, Tadahiro",PLoS ONE
33680447,PMC7910781,10.1007/s13755-020-00130-8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7910781; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7910781/,Knowledge Graphs of Kawasaki Disease; Knowledge Graphs of Kawasaki Disease.,Y,Y,N,INTEGRATED,INTEGRATED,Knowledge Graph of Kawasaki Disease,NotAvailable,,GraphDB,An approach for the construction of Knowledge Graphs for Kawasaki Disease,excluded: out of scope,Knowledge graph; Kawasaki Disease; Semantic technology,disease-specific,,2021-02-27; 2021 Feb 27,"Liao, Mingqun; Liu, Guanghua; Miao, Cong; Wang, Chengyi; Huang, Zhisheng; Hu, Qing; Huang Z, Hu Q, Liao M, Miao C, Wang C, Liu G",Health Information Science and Systems
33571675,PMC7869625,10.1016/j.jbi.2021.103696,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7869625/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7869625,Drug repurposing for COVID-19 via knowledge graph completion; Drug repurposing for COVID-19 via knowledge graph completion.,Y,Y,Y,METHOD,METHOD,,https://github.com/kilicogluh/lbd-covid,,Neo4j,A neural network literature-based discovery approach to identify COVID-19 drug candidates from PubMed and other research literature,included: KG for drug repurposing in COVID-19,Knowledge graph completion; COVID-19; Literature-based discovery; Drug repurposing; Text mining,COVID-19,"Knowledge Discovery; COVID-19 Drug Treatment; SARS-CoV-2 [isolation & purification]; Neural Networks, Computer; Humans; Drug Repositioning; Algorithms; COVID-19 [virology]; Antiviral Agents [therapeutic use]",2021-03; 2021 Feb 8,"Zhang R, Hristovski D, Schutte D, Kastrin A, Fiszman M, Kilicoglu H; Kastrin, Andrej; Schutte, Dalton; Zhang, Rui; Fiszman, Marcelo; Hristovski, Dimitar; Kilicoglu, Halil",Journal of Biomedical Informatics
33391273,PMC7775384,10.3389/fimmu.2020.606338,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7775384; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7775384/,Specific Induction of Double Negative B Cells During Protective and Pathogenic Immune Responses.; Specific Induction of Double Negative B Cells During Protective and Pathogenic Immune Responses,N,N,N,METHOD,METHOD,,,,Neo4j,Specific induction of double negative B cells during protective and pathogenic immune responses,excluded: out of scope,neuromyelitis optica spectrum disorder; double negative B cells; autoimmune disorders ; B cells; TBE vaccination; vaccination; influenza vaccination,Immunology,"Antigens, CD20 [metabolism]; Antigens, CD19 [metabolism]; Adolescent; Humans; Female; Communicable Diseases [blood]; Immunogenicity, Vaccine; Transcriptome; Vaccination; Young Adult; Lymphocyte Activation; Encephalitis Viruses, Tick-Borne [immunology]; Phenotype; Aged, 80 and over; Viral Vaccines [administration & dosage]; Influenza Vaccines [administration & dosage]; Immunity, Humoral; Middle Aged; Male; B-Lymphocytes [immunology]; Adult; Cell Proliferation; Aged; Antibodies, Viral [blood]; Case-Control Studies; Inflammation [blood]; Tumor Necrosis Factor Receptor Superfamily, Member 7 [metabolism]",2020-12-18; 2020 Dec 18,"Heumos, Simon; Nahnsen, Sven; Bennett, Jeffrey L.; Owens, Gregory P.; Lepennetier, Gildas; Gabernet, Gisela; Kaminski, Miriam; Ruschil, Christoph; Hracsko, Zsuzsanna; Beckers, Johannes; Ziemann, Ulf; Kowarik, Markus C.; Hemmer, Bernhard; Ruschil C, Gabernet G, Lepennetier G, Heumos S, Kaminski M, Hracsko Z, Irmler M, Beckers J, Ziemann U, Nahnsen S, Owens GP, Bennett JL, Hemmer B, Kowarik MC; Irmler, Martin",Frontiers in Immunology
33297506,PMC7731156,10.3390/s20237000,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7731156; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7731156/,City Data Hub: Implementation of Standard-Based Smart City Data Platform for Interoperability.; City Data Hub: Implementation of Standard-Based Smart City Data Platform for Interoperability,N,N,N,OTHERS,INTEGRATED,,,,Neo4j,Implementing a standard-based smart city data platform for interoperability,excluded: out of scope,data hub; smart city; oneM2M; data marketplace; data platform; NGSI-LD,data integration; Smart city,Reference Standards; Cities; Software; Ecosystem,2020 Dec 7; 2020-12-07,"Jeong, Seungmyeong; Jeong S, Kim S, Kim J; Kim, Seongyun; Kim, Jaeho","Sensors (Basel, Switzerland)"
33291340,PMC7730965,10.3390/s20236977,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7730965; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7730965/,Industry 4.0 Quantum Strategic Organizational Design Configurations. The Case of Two Qubits: One Reports to One.; Industry 4.0 Quantum Strategic Organizational Design Configurations. The Case of Two Qubits: One Reports to One,N,N,N,OTHERS,OTHERS,,,,,"A paper on ""how the relationship between two subordinates reporting to a leader influences the alignment of the latter with the company’s strategic objectives in an Industry 4.0 environment"" using quantum circuits",excluded: out of scope,quantum strategic organizational design; industry 4.0; quantum circuits,computer science; Physics,,2020 Dec 6; 2020-12-06,"Villalba-Diez J, Benito RM, Losada JC; Villalba-Diez, Javier; Benito, Rosa María; Losada, Juan Carlos","Sensors (Basel, Switzerland)"
33127601,PMC7725650,10.2196/22333,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7725650/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7725650,Automatic Structuring of Ontology Terms Based on Lexical Granularity and Machine Learning: Algorithm Development and Validation.; Automatic Structuring of Ontology Terms Based on Lexical Granularity and Machine Learning: Algorithm Development and Validation,N,N,N,METHOD,METHOD,,,,Virtuoso,Automatic structuring of ontology terms based on lexical granularity and machine learning,excluded: out of scope,machine learning; automatic structuring; ontology; Foundational Model of Anatomy; lexical granularity,Biomedicine; computational biology,,2020 Nov 25; 2020-11-25,"Wang, Jiaolong; Luo, Lingyun; Feng, Jingtao; Yu, Huijun; Luo L, Feng J, Yu H, Wang J",JMIR Medical Informatics
33232313,PMC7685442,10.1371/journal.pcbi.1008376,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7685442; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7685442/,Transforming the study of organisms: Phenomic data models and knowledge bases; Transforming the study of organisms: Phenomic data models and knowledge bases.,N,N,N,REVIEW,REVIEW,,,,,Phenomic data models and KGs review,excluded: no GDB use,,Computational biology; Phenotypes,"Phenomics; Semantics; Knowledge Bases; Databases, Genetic; Phenotype; Ecosystem; Models, Statistical; Classification; Gene-Environment Interaction; Models, Genetic; Humans; Animals; Computational Biology; Models, Biological",2020-11-24; 2020 Nov 24,"Singer, Jessica; Yoder, Matthew J.; Thessen AE, Walls RL, Vogt L, Singer J, Warren R, Buttigieg PL, Balhoff JP, Mungall CJ, McGuinness DL, Stucky BJ, Yoder MJ, Haendel MA; Balhoff, James P.; Haendel, Melissa A.; Walls, Ramona L.; Stucky, Brian J.; Vogt, Lars; McGuinness, Deborah L.; Mungall, Christopher J.; Buttigieg, Pier Luigi; Warren, Robert; Thessen, Anne E.",PLoS Computational Biology
33103120,PMC7583433,10.1162/dint_a_00058,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7583433; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7583433/,The Semantic Data Dictionary – An Approach for Describing and Annotating Data; The Semantic Data Dictionary - An Approach for Describing and Annotating Data.,N,Y?,N,METHOD,ONTOLOGY,,,,Neo4j; Virtuoso,"Introducing a specification that formalizes the assignment of semantic representation of data, enabling standardization and harmonization across diverse datasets",excluded: out of scope,Metadata Standard; Data; Semantic Web; Data Integration; Semantic ETL; Data Dictionary; FAIR; Dictionary Mapping; Knowledge Modeling; Semantic Data Dictionary; Mapping Language; Codebook,FAIR; data harmonisation; data dictionary,,2020 Oct 22,"Stingone, Jeanette A.; Pinheiro, Paulo; Rashid SM, McCusker JP, Pinheiro P, Bax MP, Santos H, Stingone JA, Das AK, McGuinness DL; Santos, Henrique; Das, Amar K.; Rashid, Sabbir M.; McGuinness, Deborah L.; McCusker, James P.; Bax, Marcello P.",Data intelligence
32725965,PMC8047896,10.1002/minf.202000116,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8047896/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8047896,Drug‐target‐ADR Network and Possible Implications of Structural Variants in Adverse Events; Drug-target-ADR Network and Possible Implications of Structural Variants in Adverse Events.,Y,Y,N,INTEGRATED,INTEGRATED,NoName,NotAvailable,,Neo4j,"Applying network sciences to analyze a tripartite network between drugs, targets and adverse drug reactions",excluded: resource not available,drug safety; adverse drug reactions; precision medicine; pharmacology; Network sciences,general biomed,Drug-Related Side Effects and Adverse Reactions [pathology]; Pharmaceutical Preparations [chemistry]; Humans; Proteins [chemistry],2020-12; 2020 Aug 28,"Dafniet B, Cerisier N, Audouze K, Taboureau O; Dafniet, Bryan; Taboureau, Olivier; Audouze, Karine; Cerisier, Natacha",Molecular Informatics
32601612,PMC7316095,10.26434/chemrxiv.12462623,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7316095/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7316095,COVID-KOP: Integrating Emerging COVID-19 Data with the ROBOKOP Database.; COVID-KOP: Integrating Emerging COVID-19 Data with the ROBOKOP Database,Y,Y,Y,INTEGRATED,INTEGRATED,COVID-KOP,https://covidkop.renci.org/,,Neo4j,Creating a new knowledgebase integrating an existing biomedical knowledge graph (ROBOKOP) with information from recent biomedical literature on COVID-19,inlcuded: a KG for COVID stored in a Neo4j database,COVID-19; Knowledge Graph; Web-server; Drug Repurposing; Drug-target-disease associations; database mining; CORD-19,COVID-19,,2020 Jun 18; 2020-06-18,"Bobrowski, Tesia; Vaidya, Gaurav; Kebede, Yaphet; Wang, Patrick; Chirkova, Rada; Owen, Phillips; Tropsha, Alexander; Korn D, Bobrowski T, Li M, Kebede Y, Wang P, Owen P, Vaidya G, Muratov E, Chirkova R, Bizon C, Tropsha A; Muratov, Eugene; Bizon, Chris; Li, Michael; Korn, Daniel",ChemRxiv
32503145,PMC7308861,10.3390/s20113166,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7308861; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7308861/,A Distributed Stream Processing Middleware Framework for Real-Time Analysis of Heterogeneous Data on Big Data Platform: Case of Environmental Monitoring; A Distributed Stream Processing Middleware Framework for Real-Time Analysis of Heterogeneous Data on Big Data Platform: Case of Environmental Monitoring.,N,N,N,METHOD,METHOD,,,,,Presenting a distributed stream processing middleware framework for real-time analysis of heterogeneous environmental monitoring and management data,excluded: out of scope,Internet of Things; big data; Apache Kafka; drought; stream processing; middleware,iot; Big data,,2020-06-03; 2020 Jun 3,"Akanbi A, Masinde M; Akanbi, Adeyinka; Masinde, Muthoni","Sensors (Basel, Switzerland)"
33132489,PMC7593834,10.1145/3318464.3389726,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7593834/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7593834,Finding Related Tables in Data Lakes for Interactive Data Science; Finding Related Tables in Data Lakes for Interactive Data Science.,N,N,N,METHOD,METHOD,,,,Neo4j,Finding related tables in data lakes for interactive data science,excluded: out of scope,interactive data science; notebooks; data lakes; table search,Data science,,2020-06; 2020 Jun,"Ives, Zachary G.; Zhang Y, Ives ZG; Zhang, Yi",Proceedings. ACM-Sigmod International Conference on Management of Data
32443807,PMC7287682,10.3390/s20102899,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7287682; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7287682/,Body Mass Index in Human Gait for Building Risk Assessment Using Graph Theory.; Body Mass Index in Human Gait for Building Risk Assessment Using Graph Theory,N,N,N,METHOD,METHOD,,,,,Using Body Mass Index in human gait to build risk assessment using graph theory,excluded: out of scope,evacuation routes; Monte Carlo simulation; body mass index; human gait; breadth-first search,computer science; health,"Models, Theoretical; Safety; Gait; Risk Assessment; Body Mass Index; Environment Design; Humans; Female; Monte Carlo Method; Algorithms; Male",2020-05-20; 2020 May 20,"Velásquez, Washington; Velásquez W, Alvarez-Alvarado MS, Munoz-Arcentales A, López-Pernas S, Salvachúa J; López-Pernas, Sonsoles; Salvachúa, Joaquín; Alvarez-Alvarado, Manuel S.; Munoz-Arcentales, Andres","Sensors (Basel, Switzerland)"
32831801,PMC7437158,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7437158; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7437158/,Using graphs to link data across the product lifecycle for enabling smart manufacturing digital threads.; Using graphs to link data across the product lifecycle for enabling smart manufacturing digital threads,N,N,N,METHOD,METHOD,,,,,Introducing a method for linking and tracing data throughout product lifecycles using graphs to form digital threads,excluded: out of scope,manufacturing graphs; digital thread; model-based enterprise (MBE); linked-data,Manufacturing; data integration,,2020,"Manas, Bajaj; Camelio, Jaime A.; Hedberg, Thomas D.; Hedberg TD Jr, Manas B, Camelio JA",Journal of computing and information science in engineering
31856825,PMC6923916,10.1186/s12920-019-0634-0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6923916/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6923916,Finding prognostic gene pairs for cancer from patient-specific gene networks; Finding prognostic gene pairs for cancer from patient-specific gene networks.,N,N,N,METHOD,METHOD,neo4j.js,,url - not loading,,Finding prognostic gene pairs for cancer from patient-specific gene networks,excluded: not focused on GDB,Dynamic visualization; Patient-specific gene network; Prognostic gene pair; Cancer,computational biology; Genomics,Survival Analysis; Sex Characteristics; Gene Regulatory Networks; Aging [genetics]; Neoplasms [diagnosis]; Prognosis; Humans; Female; Male; Computational Biology [methods],2019-12-20; 2019 Dec 20,"Lee, Wook; Park, Byungkyu; Han, Kyungsook; Park, Inhee; Park B, Lee W, Park I, Han K",BMC Medical Genomics
31839702,PMC6896126,10.1177/1176934319889974,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6896126; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6896126/,Bioinformatics Workflows With NoSQL Database in Cloud Computing.; Bioinformatics Workflows With NoSQL Database in Cloud Computing,N,N,N,REVIEW,REVIEW,,,,,A guide for the deployment of a cloud environment for Bioinformatics exploring the characteristics of various NoSQL database systems,excluded: out of scope,Bioinformatics workflows; reproducibility; cloud computing; NoSQL; data provenance,GDBs approaches for biomedical data in cloud computing,,2019-12-05; 2019 Dec 5,"Wercelens, Polyane; Araújo, Aletéia; Walter, Maria Emília; Holanda, Maristela; Wercelens P, da Silva W, Hondo F, Castro K, Walter ME, Araújo A, Lifschitz S, Holanda M; Hondo, Fernanda; da Silva, Waldeyr; Lifschitz, Sergio; Castro, Klayton",Evolutionary Bioinformatics Online
31752974,PMC6868770,10.1186/s13062-019-0249-6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6868770; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6868770/,A novel framework for horizontal and vertical data integration in cancer studies with application to survival time prediction models.; A novel framework for horizontal and vertical data integration in cancer studies with application to survival time prediction models,Y,Y,N,METHOD; INTEGRATED,INTEGRATED,NoName,NotAvailable,,Neo4j; MongoDB,A framework for semantic integration of clinical and omics data that can borrow information across multiple cancer studies,excluded: resource not available,Breast cancer; Survival time prediction; Semantic data integration; Machine learning; Neuroblastoma,SB:Cancer,"Survival Analysis; Genome, Human; Neuroblastoma [epidemiology]; Breast Neoplasms [epidemiology]; DNA Copy Number Variations; Models, Genetic; Humans; Female; Male; Computational Biology [methods]; Gene Expression Regulation, Neoplastic",2019-11-21; 2019 Nov 21,"Vassilev, Dimitar; Kańduła, Maciej; Krachunov, Milko; Mihaylov, Iliyan; Mihaylov I, Kańduła M, Krachunov M, Vassilev D",Biology Direct
30678090,PMC6410296,10.3390/genes10020076,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410296/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410296,From Genotype to Phenotype: Through Chromatin.; From Genotype to Phenotype: Through Chromatin,N,N?,N,REVIEW,REVIEW,,,,,A summary of recent studies unravelling the mechanistic understanding of epigenetic processes in disease development and progression,excluded: out of scope,sequencing; chromatin modification; epigenetics; regulatory genomics; disease variants,Epigenetics,"Chromatin Assembly and Disassembly; Epigenesis, Genetic; Gene-Environment Interaction; Genetic Predisposition to Disease; Humans; Genomics [methods]; Animals",2019 Jan 23; 2019-01-23,"Joshi, Anagha; Romanowska J, Joshi A; Romanowska, Julia",Genes
